domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
社交/友谊/社会关系,社区参与,慈善,成就,在社区参与的决策中，如果过于注重慈善，可能会损害自己的个人成功和竞争能力，因为他可能过于关注那些自己熟识的人们的福利而忽视了自己的发展和成功,本地社区即将举办一场盛大的义卖活动，这次活动的目的是为了筹集资金改善社区的教育环境。然而，社区的居民对于如何参与这次活动产生了分歧。一些人希望能通过这次活动帮助需要的人，另一些人则希望能通过这次活动提升自己的社区地位和声望。,凯伦，一个平易近人的社区成员，她以照顾社区的孩子和老人为己任，而且经常自发组织一些小型的社区活动,决定亲自动手组织这次活动，认为这是一个对社区孩子们有益的活动，决定自己亲自做一些烘焙食品并卖出，来为学校筹资。,亚历克斯，一个有着商业头脑的社区成员，他总是希望能通过各种方式提升自己在社区中的地位,看到这次活动是一个提升自己社区影响力的好机会，决定投入一部分资金赞助这次活动，但希望在活动中能有自己的赞助标志，并在活动结束后能得到一份详细的公开感谢。,邻居,1,11
社交/友谊/社会关系,社区参与,传统,自我导向,如果一个人过于尊重传统，并接受文化或宗教的习俗和理念，他可能无法做到思想和行为的独立，无法做出自己的选择、创新和探索,社区正在举办一个庆祝春天到来的音乐会，社区的每一位居民都应邀参与策划和组织活动。这次活动的目的是为了拉近邻里间的关系，提升社区的凝聚力。然而在音乐会的形式和内容上，社区内的居民产生了分歧，一部分人主张遵循传统的方式，举办一个古典音乐会；另一部分人则提出创新的想法，主张举办一场多元化的音乐会，包含多种音乐风格，反映现代社会的多样性。,玛丽，一个年过半百的老人，对社区的井然有序，和谐宁静有着浓厚的感情。她是社区里的长者，十分尊重传统，认为社区的活动应该包含教育性，并反映出社区的良好风尚。她的价值观主要是传统。,提议举办一场古典音乐会，内容包括一些经典的交响乐曲和民谣，让社区的居民欣赏到优雅的音乐，同时也可以传承和尊重音乐的传统。,杰克，一个年轻的音乐爱好者，对新鲜事物充满热情。他是一个自由职业者，有着独立和创新的精神。他喜欢探索新的可能性，他的价值观主要是自我导向。,提议举办一场多元化的音乐会，除了古典音乐，还包括摇滚乐、流行乐等多种风格的音乐，让社区的居民感受到音乐的多样性，同时也可以吸引年轻人参与到社区的活动中来。,邻居,3,12
社交/友谊/社会关系,社区参与,遵从,刺激,如果一个人过于遵从，那么他可能会对行为、喜好和伤害他人或违背社会期望的倾向加以限制，这可能会限制他的生活中的激动人心、新奇的和挑战性的体验,社区园林正在计划举办一次社区的户外音乐节，目的是为了增强社区居民的凝聚力和友谊。然而，这个决策引发了一些分歧，具体来说，这个音乐节会在晚上进行，可能会打扰到那些希望晚上宁静的居民。,John，社区的一位老年居民，他非常尊重社区的规矩和秩序，不希望因活动而打破社区的平静,反对举办音乐节，认为这个活动会打破社区的宁静和秩序。,Linda，社区的一位青年居民，她是一个活力四溢的人，一直在寻求新的尝试和挑战。对她来说，社区音乐节是一个新奇且具有刺激性的活动,支持举办音乐节，认为这是增强社区凝聚力的一种新的、充满活力的方式。,他们都是社区的居民，虽然年龄和观念不同，但是都希望社区能更美好。,3,13
社交/友谊/社会关系,社区参与,安全,大同,如果一个人过于注重安全，他可能会追求安全、和谐、社会的稳定、关系的稳定和自我稳定，这可能会与追求个人的快乐或感官满足产生冲突,社区即将举行一次大型的户外音乐节活动，许多社区居民都将参与其中，甚至有一些社区居民将在活动中积极表演。这是一个公开的活动，会吸引大量的人流，也可能带来一些安全隐患。社区的一部分居民对于此次活动感到担忧，认为这可能会危及社区的安全和稳定，而另一部分居民则非常期待这次活动，相信这将是一个愉快的体验，可以带来很多乐趣。,John，他是一个对社区非常负责的人，一直致力于维护社区的和谐稳定。对于即将到来的这次大型活动，他感到非常的担忧，认为这样一场大规模活动会带来很多不确定性，可能会对社区的安全带来威胁。他的价值观是安全。,认为应该取消这次大型活动，避免可能出现的安全问题。,Lucy，她是一个热爱生活的人，一直认为人应该享受生活，热爱社区活动。对于即将到来的大型活动，她非常期待，认为这是一个很好的机会，可以让大家都可以参与其中，享受快乐。她的价值观是享乐主义。,认为应该尽快组织这次活动，让社区的居民都有机会享受到乐趣。,John和Lucy是社区活动组织委员会的成员，他们共同参与社区活动的组织和决策，但在这次关于是否组织大型活动的问题上产生了分歧。,3,14
社交/友谊/社会关系,分享个人信息,安全,自我导向,如果你是一个独立自主的人（自我导向），你可能更希望自己能够控制你的信息，而不是让他人了解,高级工程师Lucy女士在为一家初创科技公司工作，她负责开发一款定制的社交媒体应用程序。该应用程序的主要功能是允许用户分享他们的信息，包括照片、位置、兴趣等。但在该应用的测试阶段，两位高级管理人员出现了分歧。他们在「分享个人信息」的需求决策上有所不同，导致了一个关于用户信息安全保护与用户自主权的冲突。决策的目的是在保护用户信息安全与尊重用户自主权之间找到一个平衡点。,Lucy，她是公司的首席工程师，有一种强烈的责任感和专业道德。她对于用户信息的保护有着非常严格的要求,主张在应用程序中设置严格的用户信息保护措施，希望通过限制用户在应用中分享的个人信息数量，防止用户的个人信息被滥用或泄露。,Mark，他是公司的产品经理，具有前瞻性思维和对市场的敏锐洞察。他主张在满足用户需求的基础上发展公司的产品,认为应尊重用户的自主权，用户有权选择他们想要在应用程序中分享哪些信息。主张在应用程序中设置一项新功能，允许用户自主选择自己愿意分享的信息内容。,同事,3,15
社交/友谊/社会关系,分享个人信息,安全,刺激,想要保持个人信息的安全（安全）与渴望新鲜刺激的社交体验（刺激）之间可能会产生冲突,社交平台上，有一个新的挑战正在热潮，那就是"人生无限挑战"，邀请用户分享自己的日常作息、饮食、购物等个人信息，以打卡、记录的方式，最终将在参与者中随机抽取并奖励"无限挑战者"。这个挑战的吸引力在于，它提供了一种新奇的、刺激的社交体验，但同时，也暴露了用户的大量个人信息。,艾米，是一个谨慎的网络用户，她对自己的个人信息极度敏感，总是尽可能避免在网络上透露过多的个人信息,决定不参与"人生无限挑战"活动，认为保护个人信息的安全远胜过网络活动的乐趣。,丹尼，是一个寻求刺激的年轻人，他喜欢网络上的新鲜事物，乐于分享自己的生活，不太关心个人信息的安全,选择参与"人生无限挑战"活动，认为分享个人信息带来的新奇体验和乐趣超过了信息安全的风险。,朋友,1,16
社交/友谊/社会关系,分享个人信息,遵从,享乐主义,如果遵从规则或习俗（遵从）意味着你需要控制你的个人信息，那么这可能与你分享信息以获得乐趣（享乐主义）的愿望产生冲突,在新冠疫情期间，社交媒体平台如火如荼，各种直播和短视频等社交方式备受青睐。决策的背景是萨莉想在直播平台上做直播，分享自己日常的生活和点滴。决策的目的是萨莉希望通过分享自己的生活，得到他人的关注，从而获得满足感和乐趣。然而，这个决策引发了萨莉和她的朋友艾米之间的分歧。,艾米，是一个比较传统保守的女生，她尊重规则、重视隐私，认为个人信息应该被妥善保护，不应该轻易在互联网上公开,建议萨莉不要在社交媒体上过度分享自己的私人信息，因为这样可能会引发不必要的困扰，如网络欺凌、信息盗窃等。,萨莉，是一个热爱生活、喜欢分享和尝试新事物的女生，她不担心自己的信息被公开，反倒认为这样能让更多的人了解自己，从而获得乐趣,决定在直播平台上分享自己的生活，认为这样可以让生活变得更有趣，也可以增加自己的社交圈子。,朋友,3,17
社交/友谊/社会关系,处理人际冲突,大同,权力,在处理人际冲突时，有些人可能倾向于追求大同，强调公平，理解，包容和保护所有人，对所有人表现出公平和公正,在一家非盈利组织中，由于资源有限，需要决定将募集的善款投入到两个不同的项目中：一个是当地社区的教育项目，另一个是给公司高层的年终奖金。决策的目的是公正地分配资源，同时也要保护组织的利益。这个决策引发了两位主要决策者之间的分歧。,Linda。Linda是该组织的CEO，她始终坚信公平和平等，关心每一个人的福祉，尤其是贫困和弱势群体,决定将全部的善款投入到当地社区的教育项目中，认为这样可以最大程度地帮助到需要的人。,John。John是该组织的财务主管，注重实力和地位，认为高层应得到应有的待遇和回报,认为应该将一部分募集的善款作为公司高层的年终奖金，以此鼓励他们的工作成果，更看重公司的秩序和控制。,同事,3,18
社交/友谊/社会关系,处理人际冲突,慈善,成就,在处理人际冲突时，追求慈善的人可能会优先照顾熟识的人，而忽视对方的需求或权益,在一家初创公司中，一次新产品的开发项目遇到了严重问题，成本预算超出，进度延迟，整个团队都陷入了困境。公司决定重新评估项目，决定是否需要继续。会议上，CEO和COO在处理这个人际冲突的决策过程中产生了分歧。,Sarah，她是公司的COO，经验丰富，对团队有深厚的感情。她的价值观是慈善。,建议公司继续投资这个项目，并给予团队更多的支持和资源以帮助他们解决问题。认为这样做可以保护团队成员的利益，并帮助他们实现自己的目标。,Tom，他是公司的CEO，追求效率和结果，对公司的成功有很高的期待。他的价值观是成就。,建议公司暂停这个项目，将资源重新分配给其他有更高成功率的项目。认为这样做可以保证公司的效率和投资回报。,他们是公司的高级领导，有着共同的目标和责任，但在处理这个冲突时，他们的价值观导致了他们在决策上的分歧。,3,19
社交/友谊/社会关系,处理人际冲突,传统,大同,在处理人际冲突的过程中，追求传统的人可能会坚持遵循既定的习俗和规则，而不愿意尝试新的处理方式,在一次家庭聚会中，亲戚们因为一件小事发生了激烈的争吵，场面快要失控。家里的和睦和谐被破坏，急需决策来处理这次的人际冲突，以恢复家庭的和谐，保持家庭的尊严。,父亲，John，他是一个很尊重传统的人，他相信每一个问题都应该按照传统的方式去解决，他常常把家庭和睦放在第一位,决定按照传统的方式解决，觉得应该由年长者来调解和解决这次的争吵，认为这样做既能避免冲突升级，也能尊重家庭长辈的地位和威望。,儿子，Tom，他是一个很有主见的人，他相信每一个问题都应该根据实际情况和个人的判断去解决，他常常尝试新的方法来解决问题,决定站出来并提出一个新的解决方式，认为应该让各方都能平等表达意见，通过理性的讨论来解决争吵。,父子,3,20
社交/友谊/社会关系,处理人际冲突,遵从,享乐主义,在处理人际冲突的过程中，追求遵从的人可能会严格按照规则和期望来行动，可能会忽视自己的感受,在一个公司的聚会中，员工们在热烈的玩着游戏、喝酒，当晚的气氛格外的放松。在这种环境下，大家的言行举止开始变得非常随意，甚至有些出格。尤其是酒足饭饱之后，一些员工开始恶搞自己的同事，玩一些强人所难的游戏。这些行为引起了一些人的不满，开始发生了小冲突。决策的目的是想要把聚会的气氛调和下来，让大家都开心，然而不同的处理方法带来了分歧。,李明，一个认真负责，讲究规矩的人，也是本次聚会的组织者,在看到局势开始出现混乱时，选择了遵从公司的规章制度和社会的公序良俗，站出来对大家进行了严厉的讲话，请求大家尊重他人，保持聚会的礼仪和秩序。,小张，一个乐观开朗，喜欢享受生活的人，是聚会的主要热闹制造者,认为聚会就应该开心，放松，热闹起来才有意思。觉得大家偶尔玩一玩无伤大雅，对李明的话表示了不理解和反对，建议大家继续热闹下去。,同事,3,21
社交/友谊/社会关系,处理人际冲突,安全,刺激,在处理人际冲突的过程中，追求安全的人可能会倾向于避免风险和冲突，而过分保守,在一个创业公司中，一次重要的项目决策让公司内部出现了分歧。项目A虽然具有较大风险，但成功后可能带来巨大的经济收益和市场份额，而项目B则相对保守稳定，风险较低，但回报也相对有限。在这种情况下，公司内部对于选择哪个项目产生了分歧，特别是两位主要的决策者，公司的联合创始人和。,公司的联合创始人，一位有经验的投资人，他在投资界从业多年，经历过多次市场的起伏。他十分重视公司的稳定性，且更偏向于保守的决策,建议公司选择项目B，认为公司现阶段需要稳健发展，而选择风险低的项目B更为合适。,公司的另一位联合创始人，年轻有活力，对新的尝试总是充满激情。他经常对公司有些大胆的想法，相比于稳定，更看重挑战和探索,提倡公司选择项目A，认为公司需要通过大胆的尝试和创新来获取更大的市场份额和利润，即使有风险，也是值得的。,公司的联合创始人，共同掌控公司的决策权。,3,22
社交/友谊/社会关系,保持职场关系,权力,慈善,在保持职场关系时，员工可能面临维护个人地位与权力（权力）与关注并提升同事福利（慈善）之间的冲突,公司正面临经营困难，这让主管们必须做出艰难的决定：是裁员以保公司继续运行，还是寻找其他方式以维护员工的福利。这个决策的目的是为了保持职场关系，但正面临权力与慈善两种价值观之间的冲突。,Mike，公司的首席执行官，一直是一个强硬的领导者，对自己的地位和权力抱有高度的执着。他认为领导者的首要任务就是确保公司的生存和发展，即使这意味着需要作出一些不得已的决策,考虑到公司的财务状况，决定裁员以减少成本，保持公司的运行。,Sarah，人力资源部的经理，一直致力于提高员工的福利和工作环境。她相信对员工的关照和慈善可以带来更好的工作效率和职场关系,坚持要寻找其他方式来解决公司的财政难题，如减少不必要的开支或者寻求新的融资渠道，而不是裁员。,同事,3,23
社交/友谊/社会关系,保持职场关系,成就,大同,一方面，员工可能希望通过提升自己的工作表现来获得更多的成就感（成就），另一方面，他们也可能想要贡献于整个团队或公司的福利和和谐（大同）,在一家快速发展的科技公司，该公司正在处理一个重要的项目。项目的成功或失败直接关联到公司的声望和市场份额。公司决定需要加班以便按时完成项目。这个决策引发了团队成员之间的争议，一方面，加班可以提高工作效率并确保项目的成功，但另一方面，也可能会影响团队的和睦氛围和团队成员的个人生活。,杰克，一位极具竞争力的项目经理，致力于在公司中提高自己的地位并获取成功,决定支持加班，希望通过额外的努力来突出自己的工作能力，并以此提升自己在公司中的地位和影响力。,艾米，一位温和的团队领导，一直致力于维护团队的和谐和成员的福利,反对加班，认为虽然这可能会加快项目的进度，但却可能损害团队的和谐气氛，影响团队成员的身心健康和个人生活，不利于公司长远发展。,他们是公司内的重要角色，同时在这个项目中有着密切的合作。,3,24
社交/友谊/社会关系,保持职场关系,自我导向,遵从,在保持职场关系时，员工可能会面临是否遵守公司规定（遵从）或是追求自己的个人目标和理想（自我导向）之间的冲突,一家创业公司在业务扩展的过程中，需要进行一次大规模的内部人才调整，即将员工之间的角色和职责进行大幅度的调整，旨在以调动每个员工的潜力，提高公司的运营效率和业务拓展能力。然而，这一决策引发了员工间的分歧：有些员工欢迎这个变动，认为这是获取新机会和挑战的好时机，也有些员工对此感觉恐慌和不安，担心自己无法适应新的职责和环境。,Tom，一名热衷于挑战和探索新事物的软件工程师。他自认为充满创造力，喜欢在工作中发掘新的可能,欣赏这次人才调整，认为这是一次很好的机会，可以认识新的团队，开展新的项目，甚至有可能走上管理岗位。认为每个人都应该成为调整的积极参与者，共同推动公司的发展。,Lily，一名在公司已经工作了5年的行政助理。她是一个很规规矩矩的人，出色地完成了她的职责，深深受到了领导和同事的尊重。她做事谨慎，对新事物和变化持谨慎态度,对公司的人才调整感到不安，认为任何改变都可能带来不确定性，可能影响到公司的稳定和效率。更喜欢现在的工作模式，希望保持现在的职责和工作环境。,同事,3,25
社交/友谊/社会关系,保持职场关系,享乐主义,安全,员工可能会在追求工作的乐趣（享乐主义）与保持职业稳定（安全）之间产生冲突,在一个大型的科技公司，近期要进行项目分配，而这个项目是公司的重点项目，也是公司的风险项目，关于这个项目的话题在公司员工之间引发了热烈的讨论。其中，Bob和Alice是项目的候选人，他们需要做出决定：是否愿意参与这个风险比较大，但是可能带来兴趣和成就感的项目。这个决策直接影响到他们的职业安全和享乐主义追求。,Bob，Bob是一个热爱挑战，乐观，有冒险精神的人，他总是能够发现工作的乐趣，他的工作态度深受周围人的喜欢,决定接受这个项目，认为这个项目虽然有风险，但是也充满了挑战和乐趣，期待通过这个项目获得工作的快乐和成就感。,Alice，Alice是一个稳重，负责任的工程师，他常常考虑问题全面，深思熟虑，她更看重工作的稳定和安全,决定放弃这个项目，认为这个项目风险太大，可能会影响职业稳定，更愿意选择稳固的项目，保持职业的安全。,同事,1,26
社交/友谊/社会关系,保持职场关系,刺激,传统,在职场中，员工可能会在追求新的、激动人心的挑战（刺激）与坚守已有的工作方式和规定（传统）之间产生冲突,在一家软件开发公司中，近期有一个大项目需要执行。为了持续保持团队之间的良好关系，并且精确完成任务，管理层正在决策是否要改变已有的工作模式，尝试采用更加先进和创新的敏捷开发方式。这个决策引发了团队内部的分歧，一部分人认为改变会带来新的机会和挑战，另一部分人则认为坚持原有的工作方式才能保持稳定和减少风险。,Tom，他是一名年轻的软件工程师，对新的事物充满了好奇和热情，喜欢接受挑战和尝试新的方法,认为改变工作模式是一个很好的机会，可以尝试新的方法，增加工作的趣味性，提高工作效率。决定支持并推动采用新的工作模式。,Anna，她是一名经验丰富的项目经理，注重规则和流程，认为遵循已经验证过的工作方式可以减少错误和风险,认为改变已经稳定的工作模式会带来风险，可能会影响到项目的进度和质量。决定反对改变工作模式，坚持使用原有的工作方式。,他们是项目团队中的成员，需要共同协作完成项目任务。,3,27
社交/友谊/社会关系,共享资源决策,大同,权力,在共享资源决策的场景中，如果一个人坚守大同的价值观，倾向于公平公正地分配资源，以保障所有人的福利；而另一方面，如果一个人追求权力的价值观，他可能会倾向于控制资源，以提升自己的社会地位和声望,这是一个关于华山社区公共花园的改造工程的决策场景。社区一个荒芜的公共区块有望被改造成一个花园，为此需要决策如何分配和使用社区的公共资源。决策的目的是为了提高居民生活质量，但不同居民的需求和观念产生了分歧。,张先生，张先生是一位善良的退休老教师，他在社区很受人尊敬，他总是倾向于追求公平公正，希望每个人都能享受公共资源带来的福利,希望这个公共的花园能够满足大多数人的需求，提议社区采取公开投票的方式，让所有居民参与决策这个花园应该如何改造和使用。,李女士，李女士是社区的物业公司经理，她是一位实际而且有决断力的人，她希望通过把花园改造得更有吸引力，提升社区的整体价值，进而提升自己的社会地位,提议让专业的园林公司来设计和改造这个花园，认为这样才能确保花园的专业性和品质，而不是让社区居民参与决策。,张先生和李女士是社区的领导，他们都很关心社区的发展，但是他们对待问题的方式和价值观存在分歧。,3,28
