domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
娱乐/消遣,假日旅游地点选择,大同,享乐主义,例如，个人可能想选择一个豪华度假村，享受奢侈的假期（享乐主义）,长达一年的工作已经结束，闲暇的假期即将来临，Tom和Sara正在决定他们的假日旅游地点。Tom希望他们能够去一个远离喧嚣，有助于放松身心的地方，而Sara则打算去一个豪华的度假村，享受一次奢华的假期。这个决定带来了分歧，他们该去哪儿呢？,Tom，他是一个生态学家，他的工作充满了对环境的热爱和对人类和自然和谐相处的追求,作为一个生态学家，Tom支持去一个能够让他们亲近自然的地方度假，例如去山里露营或者去海边学习冲浪。他希望他们的旅行能够让人们更加懂得尊重和保护环境。,Sara，她是一位成功的律师，常年累月的工作让她对奢华的假期有着极高的期待,希望能够去一个豪华的度假村，享受一次奢侈的假期。假期应该是纵享丝滑，尽情享受生活的时刻。,夫妻,3,11
娱乐/消遣,假日旅游地点选择,安全,刺激,在选择假日旅游地点时，个人可能渴望冒险和新奇的体验（刺激），但同时也可能对未知的风险或安全问题感到担忧（安全）,长期操劳于工作的James和Lily终于迎来了期待已久的假期，他们打算去一个有趣的地方旅游，解压放松。然而，在选择旅游地点上，他们发生了分歧。James希望选择一个环境稳定、安全有保障的旅游地，而Lily则希望选择一个能提供刺激活动、能体验刺激快感的旅游地。,James，是一个稳重且保守的人，对于未知的事物总是充满警惕，他喜欢将事情安排的井井有条，不喜欢冒险和风险,选择去一个熟悉的旅游地，那里的环境稳定，旅游设施齐全，可以在那里安心度假，而不需要担心安全问题。,Lily，是一个富有冒险精神和追求刺激的人，她喜欢尝试新鲜的事物，喜欢挑战自我，觉得这样的生活才有趣,希望可以去一个从未去过的地方，比如一些提供极限运动的旅游地点，认为这将是一次非常刺激和有趣的体验。,夫妻,3,12
娱乐/消遣,假日旅游地点选择,权力,慈善,个人可能想要选择一个可以显示他们的社会地位和财富的高级度假地点（权力），但另一方面，他们也可能想要选择一个更负担得起的地点，以便将更多的资源用于帮助他们关心的人或事业（慈善）,一个成功的商人和他的妻子正在为即将到来的假期选择度假地。商人希望去一个奢华的、充满声望的度假地，以表现出他的社会地位和财富。然而，他的妻子认为他们应该选择一个更经济实惠的地方，这样他们就可以用省下的钱去帮助那些需要帮助的人。,John，一个成功的商人，他的职业生涯充满了成就。他拥有一家大型的公司，他喜欢展示他的成功和财富,选择去一个豪华的度假胜地，如马尔代夫的一家五星级豪华度假村，这将彰显自己的财富和社会地位。,Mary，John的妻子，一位有同情心和善良的女性。她一直致力于慈善事业，希望能为那些需要帮助的人做出贡献。她很节俭，不喜欢浪费,建议去一个更经济实惠的度假地，如一个近海的小城市，享受宁静与自然，同时将节省下来的钱捐献给慈善机构。,夫妻,3,13
娱乐/消遣,假日旅游地点选择,自我导向,遵从,个人可能想要探索一个新的并未被大众所熟知的旅游地点（自我导向），但他们也可能因为担心违反了家人或朋友的期待或偏好而犹豫（遵从）,由于长期的工作压力，一家人计划进行一次假日旅游以放松心情。家庭中每个人对旅游地点的选择有所不同，辩论激烈。大家都期待能有一个愉快的旅程，但却对旅行的目的地产生了冲突。,John，他是一位自由职业者，喜欢探索和冒险。他的生活充满了变数和独立的决策,希望去一个冷门但却拥有独特风光的地方，如冰岛或莫桑比克，这样的地方有刺激和新奇，能够满足自己的好奇心和探索欲望。,Alice，她是一个大学教授，一直以来都尊重并遵从社会的传统和期望。她认为要尊重他人的意愿，避免做出过于冒进的决策,认为家人应该去热门的旅游地，如巴黎或迪士尼乐园，那些地方有丰富的旅游资源和良好的设施，也是大众认可并期望的旅游地点。,夫妻,3,14
娱乐/消遣,假日旅游地点选择,成就,传统,个人可能想要选择一个富有挑战性的度假地点，例如登山、跳伞等，以实现个人的自我成就感（成就），但这可能与他们的传统观念相冲突，例如认为假期应该是休息和放松的时间（传统）,假日临近，Smith夫妇计划去度假。他们的目的是为了度过一个愉快的假期，但在选择假日旅游地点的时候，却出现了分歧。Smith先生想去爬一座有挑战性的山，寻求一种成就感；而Smith太太认为，假期是放松的时光，她更希望去度假村享受平静与安逸。,Smith先生，总是寻找新的挑战和目标，具有冒险的精神，对于攀登山脉等挑战性活动有着极高的兴趣和热情,决定选择一个具有攀登山脉的度假地点，以实现自己的挑战目标，获得成就感。,Smith太太，她比较保守，且更重视休息和放松。她认为度假的目的是为了从日常充满压力的工作中解脱出来，花时间与家人享受和谐愉快的时光,决定选择一个安静舒适的度假村，可以放松，远离繁忙和压力。,夫妻,3,15
娱乐/消遣,弹球赛事参与,享乐主义,自我导向,参与弹球赛事可能是一种享乐主义的表现，追求个人的快乐或感官上的满足，但这可能与自我导向的价值观产生冲突，因为过度沉迷于娱乐消遣可能妨碍个人独立思考，探索和选择自己的目标,在城市的弹球俱乐部即将举行一场全市的弹球赛事，这个赛事引起了大量的关注，且参赛者有机会赢取丰厚的奖品，甚至将与业界顶级选手对战的机会。同时，参加比赛需要投入大量的时间和精力，可能影响到日常工作和生活。为此，夫妻二人面临一个决定，是否参加这次弹球赛事。,名为Tom的市政厅职员，平时热衷于弹球，觉得这是一种能使他放松并从繁琐工作中解脱出来的方式，寻求感官上的满足和快乐,决定报名参赛，认为参赛是一种乐趣，能给自己带来快乐和满足。,名为Lily的建筑师，是Tom的妻子，她致力于自己的专业，并最近正在为一个重要的建筑项目做准备，需要投入大量的时间和精力。她的价值观是自我导向。,反对Tom报名参赛，觉得对他而言，目前最重要的是专注于自己的工作，而不是在弹球比赛上消耗时间和精力。,夫妻,3,16
娱乐/消遣,弹球赛事参与,刺激,安全,参与弹球赛事可能带来新的、刺激的体验，但也可能带来一些不可预测的风险，这与追求稳定、和谐和安全的价值观形成冲突,在一家公司里，正在举办一场公司范围内的弹球赛事，这个赛事一方面是为了丰富员工的业余生活，一方面也是为了提升团队合作水平。然而，决策参与与否成为了一些员工间的分歧。,Jack，一位对生活充满热情的销售部经理，喜欢尝试新事物，寻求刺激,认为参加弹球赛事是一个很好的机会，可以借此机会挑战自我，享受比赛带来的刺激和快感。,Linda，一位审慎小心的财务部门主管，注重稳定和安全,担心参加弹球赛事可能会带来一些不可预测的风险，比如受伤的可能，更倾向于选择安全稳定的方式进行休息和娱乐。,同事,1,17
娱乐/消遣,弹球赛事参与,成就,慈善,在弹球赛事中非常有竞争性，追求个人的成功和成就，这可能会与慈善的价值观冲突，因为过度的竞争可能让人忽视对他人的帮助和关心,在当地社区，有一场年度的慈善弹球赛事即将开展。参与者需要有一定的弹球技能，比赛的目的是为了筹集资金帮助那些贫困而有才华的学生能够继续他们的学业。然而，赛事非常竞争激烈，提高了参与的门槛，使许多具有弹球才能但缺乏自信的人犹豫是否参加。,Tom，是一名经验丰富的弹球员，一直有着在比赛中获得胜利的愿望，他喜欢竞争，喜欢在比赛中获得胜利的感觉,决定参加比赛，希望通过比赛，展示自己的技能，并最终赢得比赛，实现自己的成就感。,Lucy，是Tom的妻子，也是社区的一名积极分子，一直致力于帮助社区里需要帮助的人们，对弹球赛事的筹款活动总是积极参与,虽然也希望Tom能在比赛中取得好成绩，但更关注比赛的慈善目的。因此，建议Tom参与比赛，但是也鼓励他能够用一些方式帮助那些犹豫是否参加比赛的人，比如提供一些弹球技巧的训练课程，以帮助他们建立自信。,夫妻,1,18
娱乐/消遣,弹球赛事参与,遵从,自我导向,参与赛事可能需要遵从一些规则和约定，可能限制了个人的自由和独立，与自我导向的价值观形成冲突,近期，小镇的弹球俱乐部决定举行一场弹球比赛，背后的目的是为了增加小镇社区的凝聚力和活跃度。然而，这个赛事的参与需要签署参赛合约，遵守一系列严格的规定，包括参赛服装、训练时间等。这个决策带来的分歧在于：应不应该按照规定参加这个比赛？,乔治，他是一名敬业的会计师，一直在努力融入小镇的社区，但也是一名弹球爱好者。他非常重视秩序和规则，习惯于按照既定的规定行事,决定按照俱乐部的规定参加比赛。认为尽管这些规定有些严格，但如果每个人都遵守规定，那么比赛就能公平、公正地进行。,琳达，她是一名有创意的平面设计师，也是一个弹球爱好者。她喜欢自由、自我表达，并善于找寻创新的方式解决问题,认为规定过于繁琐并且有些限制创意和个性，决定以自己的方式参加比赛，比如，打算自己设计一套特色的参赛服装，即使这可能违反比赛规定。,夫妻,1,19
娱乐/消遣,虚拟现实体验,大同,自我导向,在虚拟现实体验中，出现的大同与自我导向的冲突可能表现为，一方面用户可能希望通过共享体验与他人建立连接，体现大同的价值观，但另一方面，他们也可能希望保持独立，寻求个性化和自由的虚拟体验，这就体现了自我导向的价值观,一家虚拟现实体验馆准备推出一款新的虚拟现实游戏，目的是提供给用户更丰富、更刺激的虚拟现实体验。然而，关于游戏设计的决定引发了两个主要的设计师之间的分歧。一方主张创建一个可以支持多人共享体验、互动的游戏环境，以满足用户之间共享体验和交流的需求。另一方则认为应该更关注于提供个性化和自由度更高的体验，让每个用户都能根据自己的喜好定制游戏体验。现在他们需要基于各自的价值观来做出最后的决策。,John，他是一位有着丰富经验且富有创新精神的游戏设计师。他始终将用户体验放在首位，他的设计风格一直秉承的是全面、开放和合作的精神,认为应该设计一款可以支持多人共享和互动的虚拟现实游戏。理由是，这样可以让用户在游戏中建立更多的联系，增强他们之间的交流，同时也可以为他们提供一个互相帮助、共享体验的平台。,Alice，她是一位才华横溢的游戏设计师，常常提出一些非常独特且富有创意的设计理念。她倾向于尊重每个用户的个性，希望通过设计来满足用户追求自我实现和个性表达的需求,认为他们应该设计一款可以提供个性化和自由度更高的虚拟现实游戏。理由是，这样可以让每个用户都能根据自己的喜好和需求去定制游戏体验，以达到让每个用户都能感到满足和愉快的目的。,同事,3,20
娱乐/消遣,虚拟现实体验,慈善,刺激,在虚拟现实体验中，慈善与刺激的冲突可能表现为，一方面用户可能想要通过帮助虚拟角色或与他人共享体验等方式展示慈善的价值观，但另一方面，他们也可能倾向于寻求新奇、冒险和刺激的体验，而这可能与帮助他人的目标冲突,游戏公司的最新虚拟现实游戏《未来乌托邦》已经研发完成，该游戏具有高度自由化的特点，让玩家能够根据自己的喜好来选择游戏路径。游戏的目标是建立一个理想的未来世界，可以选择成为英雄拯救世界，也可以选择成为冒险者不断探索未知，甚至可以选择成为普通的市民，过上安定的生活。游戏公司在决定如何宣传和展示该游戏的过程中，市场部门和创意部门产生了分歧。,杰森，市场部门的经理，他总是注重团队的合作和朝着共同的目标前进。他认为《未来乌托邦》的核心价值是它能让玩家感受到帮助他人和建设美好世界的满足感,认为公司应该突出游戏中的社区建设和互助合作的元素，让玩家可以通过帮助虚拟的世界居民和其他玩家，来体验到慈善的快乐。,艾玛，创意部门的主管，她喜欢寻找新鲜事物和体验刺激的感觉。她认为《未来乌托邦》的魅力在于其丰富多样的游戏路径，可以满足玩家的探索和冒险的欲望,认为公司应该重点展示游戏中的冒险和探索元素，让玩家可以在游戏中体验到新奇和刺激，满足他们的冒险精神。,同事,3,21
娱乐/消遣,虚拟现实体验,权力,传统,在虚拟现实体验中，权力与传统的冲突可能表现为，一方面用户可能希望在虚拟世界中获得高社会地位和控制权，反映了权力的价值观，但另一方面，这可能会与他们对遵守传统规则和习俗的尊重之间产生冲突,在一个叫做“CyberLife”的虚拟现实（VR）游戏中，玩家可以按照自己的意愿体验不同的生活。游戏中模拟出了一个真实世界的社会结构，玩家可以选择不同的角色，比如，商人、科学家、艺术家等等。每个角色都有其对应的权力与职责，同时也受到游戏世界的基本法律与社会规则的约束。游戏目标是让玩家体验虚拟世界的生活，并根据自己的行为获得对应的社会地位和声望。然而，游戏的开放性为玩家在虚拟世界的行为带来了无限可能，使得原本只是娱乐的虚拟现实体验产生了一些价值观上的分歧。,马克，是一名在现实世界中地位高，权力大的企业家，他在用自己的能力和资源在虚拟现实世界中获得更高的社会地位和权力,在CyberLife中选择了商人这个角色，目标是通过自己在现实世界中的经验和资源，快速获取虚拟世界的最高权力。不介意打破游戏内的规则，只要能提升自己的社会地位和控制力。,琳达，是一名对传统价值观念具有深厚认同的文化研究者，她认为即便在虚拟世界中，也应该遵循一定的规则和传统,在CyberLife中选择了艺术家这个角色，在虚拟世界中遵循游戏设定的规则和习俗，与其他角色互动，并希望通过文化艺术的方式推动虚拟社会的发展，反对任何打破规则和传统的行为。,伙伴,1,22
娱乐/消遣,虚拟现实体验,安全,享乐主义,在虚拟现实体验中，安全与享乐主义的冲突可能表现为，一方面用户可能希望保持虚拟环境和自身的安全，避免危险和不确定性，体现了安全的价值观，但另一方面，他们也可能追求快乐和感官上的满足，可能会忽视风险，体现了享乐主义的价值观,在一个共享空间里，有一台新型高科技的虚拟现实设备，此设备提供超真实的虚拟现实体验，包括极限运动、冒险旅行等刺激的内容。该设备被设计来提高人们的生活质量，让他们在家里就能体验到各种刺激的活动。然而，也有关于设备安全性的疑虑，因为使用者在体验中可能会忽略现实中的安全，甚至可能对自身造成伤害。,Tom，他是一个很谨慎的人，始终主张安全第一，对新事物充满好奇，但总是优先考虑安全因素,认为在没有充分了解设备的安全性前，不会轻易尝试。建议先做一些研究，查看是否有关于设备造成伤害的报道，或者寻找一些关于设备如何确保使用者安全的信息，然后再做决定。,Lily，她是一个十分热衷于寻求刺激和享乐的人，总是追求最新的乐趣，喜欢尝试新的体验,非常想要尝试这个设备，觉得这是一个可以让自己体验到极致乐趣的好机会，对于可能存在的安全问题，认为只要遵守设备的操作规程，就不会有什么问题。,恋人,1,23
娱乐/消遣,游戏主题选取,自我导向,权力,在选择游戏主题时，具有自我导向价值观的人可能更倾向于选择他们个人喜欢、兴趣驱动的主题，而具有权力价值观的人可能更看重游戏的影响力和是否能使他们在社会上获得更多的地位和声望,在一个新的电子游戏公司中，公司要决定他们的首个项目的游戏主题。决策的目的是使游戏成功并从中获利，但也希望游戏能表达公司的价值观和理念。然而，这个决策带来了分歧，具有自我导向价值观的设计师主张选择一个独特且创新的主题，而具有权力价值观的市场经理则主张选择一个能吸引大众、更可能带来经济效益的主题。,Leo。Leo是公司的资深游戏设计师，他热爱游戏，总是想尝试新的、创新的游戏设计理念，而且他也是公司的创始成员之一,决定创建一个基于自己个人热爱的科幻主题的游戏。认为这个主题可以展示公司的创新能力且希望通过这个独特的主题吸引游戏玩家。,Emma。Emma是公司的市场经理，她对市场趋势和用户需求有深入的理解。她始终认为，公司的目标是创造经济价值，因此需要选择更能吸引大众的游戏主题,决定选择一个目前非常流行的竞技类游戏主题，认为这样可以吸引更多的用户，从而获得更多的利益，并提升公司的社会地位和声望。,RR。Leo和Emma都是公司的关键决策者，他们都对公司的发展有着重要的影响。他们需要达成一致，才能决定公司的发展方向。,3,24
娱乐/消遣,游戏主题选取,享乐主义,遵从,享乐主义的人可能倾向于选择那些能带给他们即时快乐和感官满足的游戏主题，而遵从性价值观的人可能更关注是否符合社会规范和期望，可能会避免选择那些可能被认为是不适当或破坏社会规范的游戏主题,在一个热门的游戏开发公司，正在为新款游戏的主题进行策划。公司希望这款游戏可以吸引大部分人群，因此对游戏的主题选择格外认真。然而设计团队内部却出现了分歧，一部分人倾向于选择刺激和有趣的主题，而另一部分人则认为应选择符合大众接受度和道德规范的主题。,Tom，一位热衷于创新的游戏设计师，他总能提出一些创新的游戏设计理念,认为游戏的主要目标就是为玩家提供乐趣，因此提出设计一款以僵尸为主题的冒险游戏，玩家需要在游戏中打败僵尸以求生存，游戏中充满了惊悚和刺激。,Sara，一位深受团队尊重的资深游戏设计师，她的设计理念总是能符合大众的接受度,认为僵尸主题的游戏可能会引发争议和负面的舆论，这个主题可能会涉及到过度的暴力和血腥，违背了社会的道德规范。反对这个主题，提议设计一款以探索未知世界为主题的游戏，玩家需要在游戏中寻找未知的宝藏。,Tom和Sara是同一个设计团队的一员，他们共同参与游戏的设计工作。,3,25
娱乐/消遣,游戏主题选取,刺激,安全,那些重视刺激价值观的人可能会选择那些具有冒险和挑战性的游戏主题，而重视安全价值观的人可能会选择那些更符合社会稳定和和谐的游戏主题,一款名为“冒险王国”的游戏近期引发了热烈的讨论，该游戏以丰富的冒险元素和挑战性任务著称，吸引了众多游戏爱好者的关注。一家网吧内的成员正在为是否选购该游戏进行激烈讨论，决策的目的在于营造更多元的娱乐环境以吸引更多顾客，但决策带来的分歧在于游戏主题的选取可能影响到顾客群体的年龄层次和安全问题。,张华，是网吧的一员，是位喜好刺激和冒险的青年人，经常关注新的游戏动态，对挑战性的游戏有着极高的热情,坚决支持购买“冒险王国”，认为这种刺激的游戏可以吸引更多年轻人来网吧，从而增加收入，并且本人也非常期待能在网吧内体验这款游戏。,李明，是网吧的另一员，相较于张华，他更偏向于谨慎和保守，对于安全问题有较高的重视，他认为应该避免那些可能引发冲突或不安全的元素,反对购买“冒险王国”，认为这款游戏的冒险和挑战性元素可能导致年轻人产生过度沉迷，影响其正常生活，并可能引发不必要的矛盾和冲突，对网吧的和谐氛围不利。,张华和李明都是网吧的员工，他们平时工作关系良好，但在这次决策中，他们因为价值观的差异而产生了分歧。,3,26
