domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
亲子/育儿,孩子房间装饰风格,自我导向,传统,在选择孩子房间装饰风格时，可能会出现孩子（自我导向）希望房间是自己喜欢的风格，但可能与父母或社会传统的期望（遵从）相对立,当搬进新家的时候，夫妻二人开始讨论如何装饰儿子的房间。装修的目的是为了让孩子有一个舒适的环境来学习和玩耍，但是他们对于装修的风格产生了分歧。,Tom，是这个家庭的父亲。他是一个非常开明和尊重儿子意愿的人,认为儿子的房间应该按照儿子的喜欢来装修。比如：如果儿子喜欢卡通主题或者是科技风，那就可以在墙壁上画上卡通画或者装上科技元素。,Lily，是这个家庭的母亲。她是一个传统的女性，认为家庭的一切都应该符合社会的期待,认为儿子的房间应该装修成传统的学习环境，比如墙壁上可以贴上世界地图、科学知识图表等，书桌上要摆放学习用品，这样才符合社会对于孩子的期待。,夫妻,3,11
亲子/育儿,孩子房间装饰风格,享乐主义,安全,在孩子房间的装饰选择中，孩子可能更偏向于选择符合自己个人喜好、富有趣味性的风格（享乐主义），但这可能与保证房间安全和谐的装饰要求（安全）产生冲突,李先生和妻子王女士最近决定装修他们的孩子小明的房间。小明今年6岁，充满好奇心和探索欲望，喜欢五颜六色的装饰和各种卡通元素。他的房间装修风格会直接影响他的情绪和生活品质。然而，李先生和王女士在小明房间的装饰风格上产生了分歧。,李先生是一位广告创意人，对于色彩、艺术和设计有独特的审美观。他喜欢挑战和创新，认为孩子的房间应该富有趣味性和创新性，可以激发小明的想象力和创造力,提议将小明的房间装修成卡通主题，墙壁上画满小明喜欢的卡通角色，房间里的家具也都要有各种有趣的形状和颜色，为小明提供一个充满乐趣和欢乐的环境。,王女士是一位教师，注重规则和安全，认为孩子的房间应该安全、舒适、和谐。她觉得孩子的房间装饰风格不应过分追求趣味性和新奇性，而应以孩子的身心健康和安全为主,建议在小明的房间里选择安全环保的材料，颜色以自然舒适为主，家具的设计要考虑到孩子的身高和使用习惯，没有锐角，易于清洁，有利于小明的健康成长。,夫妻,3,12
亲子/育儿,孩子房间装饰风格,成就,享乐主义,父母可能会用自己的权力来决定孩子房间的装饰风格（权力），而这可能与孩子的意愿产生冲突,夫妻John和Mary有一位6岁的儿子小Tim，他的房间需要重新装修。John想要装修一个充满权威感的房间，以此来塑造小Tim的刻苦认真、一切从我开始的个性；而Mary认为小Tim的感受是第一位的，他希望小Tim能有一个他真正喜欢的、让他舒适愉快的房间。,John，他是一个成功的律师，他相信人需要有足够的权威才能赢得别人的尊重。他认为小Tim需要从小就建立起自我约束和追求成功的精神,决定装修小Tim的房间为律师办公室的风格，配备一些律师常用的物品，如书架、法律书籍等，以此来潜移默化儿子的成长环境，让他更早熟悉并适应成功需要的环境。,Mary，她是一个全职妈妈，她关心的是孩子的感受，希望小Tim能快乐的成长，有一个他自己喜欢的环境,决定装修小Tim的房间为他喜欢的卡通角色主题，例如给墙上画上小Tim最喜欢的动画角色，布置一些他喜欢的游戏，让他在快乐中自由成长。,夫妻,3,13
亲子/育儿,孩子房间装饰风格,大同,自我导向,在装饰孩子房间时，可能有人认为应该考虑到所有人（包括孩子和其他家庭成员）的需求（大同），而有人则可能认为应该让孩子有一个属于自己的个性化空间，以此作为孩子独立自主和个人成就的体现（成就）,新一年的春天来了，家里的大人们决定给孩子们的房间进行一次装修，给他们一个全新的环境。装修的目的是为了创造一个有利于孩子们健康成长的环境。然而在讨论孩子房间装饰风格的时候，家里的父母之间出现了分歧。,李妈妈，一个典型的家庭主妇，总是以家庭幸福为重。她很注重家庭的和谐，乐于为家人做出贡献。她认为家庭是一个整体，每个人的需求都应该得到满足,认为在装修孩子房间时，应该综合考虑到家中每个人的需求，包括孩子的爱好、家庭中其他成员的需求，以及环保、使用方便等因素。她提倡选择一种中性的装修风格，既可以满足孩子们的需求，又不会影响到其他家庭成员。,张爸爸，一个事业有成的商人，希望孩子们能在竞争中脱颖而出，并通过自己的努力实现个人价值。他总是鼓励孩子们要有自己的个性，追求自己的梦想,认为在装修孩子房间时，应该让孩子们自己做决定，选择他们喜欢的风格。认为这是一次很好的机会，可以让孩子们学会独立思考、做出决策，从而提升自己的成就感。,夫妻,3,14
亲子/育儿,儿童阅读材料选择,成就,自我导向,父母可能会选择一些他们认为对孩子有益的阅读材料（慈善价值观），而这可能与孩子自己的兴趣和偏好（自我导向价值观）发生冲突,在一个寒假的下午，李家要为小学二年级的儿子小华选择一些寒假阅读材料。决策的目的是让小华在寒假期间可以通过阅读增长知识，提升自我。但是，李家的父母在选择阅读材料上发生了分歧。,李父，一个严谨、负责的父亲,认为应该选择一些益智的、科学的书籍，如《科学百科》、《数学启蒙书》等，他认为这些书籍可以帮助小华扩大知识面，提升学习能力。,李母，一个注重儿子个性和兴趣发展的母亲,应该选择一些小华感兴趣的书籍，如《哈利·波特》、《火星救援》等，认为寒假是孩子放松和发展个性的好时机，让孩子看自己喜欢的书籍可以激发他的阅读兴趣。,夫妻,3,15
亲子/育儿,儿童阅读材料选择,传统,刺激,父母可能会倾向于选择一些传统，被普遍认为对孩子有益的阅读材料（传统价值观），而这可能对孩子来说缺乏新奇和挑战（刺激价值观）,在一次家庭聚会上，家人决定为8岁的小朋友乔治选择一套适合他阅读的图书。目标是通过阅读，让乔治在获取知识的同时，也能够愉快地过完暑假。然而，乔治的父母对于应该选择哪种类型的图书产生了分歧。,乔治的父亲，约瑟夫，他是一个传统的人，认为教育应该让孩子了解世界的历史、文化和科学知识。他坚信好的教育应建立在传统的基础上,选择购买一系列经典的儿童文学作品和一些科普书籍，例如《格林童话》、《小王子》和《少儿科普百科》等。他认为这些书籍不仅具有教育意义，而且其中的故事和知识已经经受住了时间的考验。,乔治的母亲，玛丽，她是一个寻求新鲜与刺激的人，认为教育不仅要有知识，还要有兴趣，应该让孩子尽可能多地接触新鲜事物,主张购买一些当下热门的儿童图书，例如以科学实验、冒险为主题的图书、以互动为主的亲子阅读书籍等。认为这些书籍更能引发孩子的兴趣，刺激孩子的求知欲。,夫妻,3,16
亲子/育儿,儿童阅读材料选择,安全,刺激,父母可能会选择一些他们认为安全无害的阅读材料（安全价值观），但这可能会限制孩子接触新鲜事物，缺乏生活中的激动人心和挑战性（刺激价值观）,"小明即将进入小学二年级,暑假的时候他的父母想要给他挑选一些暑假阅读材料以丰富他的课外生活。然而,小明的父母在选择阅读材料的问题上产生了分歧。小明的父亲希望选择一些教育性强、健康和谐的阅读材料，如科普书籍；小明的母亲则希望提供一些包含冒险元素，引发小明好奇心的阅读材料，如冒险小说。",小明的父亲，是一位谨慎的大学教师。他倡导对儿童进行安全、健康的心理引导,定给小明购买一些科普书籍和寓言故事书籍，以便小明在闲暇时间获取知识并学习人生哲理。,小明的母亲，是一位担任儿童心理咨询师的热情人士。她认为儿童应该拥有富有刺激和冒险的生活体验,决定选购一些冒险小说，比如《哈利·波特》系列、《海底两万里》，来刺激小明的想象力和探索欲望。,夫妻,3,17
亲子/育儿,儿童阅读材料选择,遵从,自我导向,父母可能会选择一些能教育孩子服从规则和尊重权威的阅读材料（遵从价值观），而这可能会与孩子的个人思想和行为的独立性（自我导向价值观）存在冲突,为了提高7岁的儿子小明的阅读兴趣，夫妇俩决定每周带他去书店，让他选择一本自己喜欢的书。他们的期望是通过阅读培养小明的独立思考能力和道德素养，但在选择适合小明阅读的图书时，出现了分歧。,玛丽，一个做教育行业的工作人员，她相信传统的教育方法和尊重规则是培养孩子的重要方式,希望选择一些有教育意义的书，例如《格林童话》或者《安徒生童话》，这些书中的故事都是教导孩子遵守规则和尊重权威的。,约瑟夫，一个创意设计师，他鼓励独立思考和自由表达,希望选择一些可以刺激想象力，培养创新思维的书，例如《福尔摩斯》或者《哈利波特》，让小明可以更自由地思考和表达自己的想法。,夫妻,3,18
亲子/育儿,儿童阅读材料选择,享乐主义,成就,父母可能希望孩子的阅读材料能够帮助他们在学习上取得成就（成就价值观），而孩子可能更喜欢一些使他们感到愉快和满足的阅读材料（享乐主义价值观）,这是一个普通的周日，小明的母亲玛丽正在为小明选择一些新的阅读材料。玛丽希望通过阅读让小明在学习上取得更好的成就，而小明更喜欢一些让他感到舒适和乐趣的书籍。这次在选择书籍的过程中，玛丽和小明产生了分歧。,小明，一个8岁的男孩，对科幻和动漫感兴趣，喜欢阅读有趣的图书和故事书,从满足小明的兴趣和快乐的角度出发，选择了一些科幻和动漫书籍。,玛丽，小明的妈妈，是个认真负责的人，对小明的学业有着很高的期待,希望小明能从阅读中学习更多知识，因此选择了一些科学和历史类的书籍。,母子,3,19
亲子/育儿,孩子种族和文化教育,大同,慈善,在教育孩子关于种族和文化的问题上，父母可能希望孩子理解并欣赏所有人的多样性（大同），但与此同时，他们可能也希望孩子首先关心和保护他们熟识的人（慈善），如家人和朋友，这可能会导致孩子对“关心所有人”和“优先关心熟人”这两者之间产生困惑,安娜和杰克是一对夫妻，他们有一个5岁的儿子，现在他们需要决定如何教育他们的孩子对待种族和文化差异。他们住在一个种族文化多元化的社区，孩子在学校和公园都会接触到来自不同种族和文化背景的朋友。安娜和杰克希望他们的孩子能有正确的观念，尊重和欣赏文化和种族的差异，然而，他们在决定如何教育孩子这一点上产生了分歧。,安娜，安娜是一个教师，她一直倡导和平，尊重和理解，致力于培养孩子们的全球公民意识,通过向孩子介绍各种种族和文化的书籍，电影和活动，帮助他们理解和欣赏全世界的多样性。鼓励孩子与来自不同种族和文化的朋友交流，以增加他们的理解和接受度。,杰克，杰克是一个商人，他非常重视家庭和亲朋好友的关系，他希望他的孩子能优先考虑他们与亲朋好友的关系,认为他们首先应该教育孩子如何对待他们的家人和朋友，如何在他们中间建立和保持良好的关系。希望孩子能先从他们熟悉的人开始，了解和接受他们的种族和文化差异，然后再扩大到其他人。,夫妻,3,20
亲子/育儿,孩子种族和文化教育,权力,遵从,在教育孩子对待不同种族和文化的态度时，父母可能希望孩子挑战社会的刻板印象和偏见（权力），但另一方面，他们也可能希望孩子遵守社会规范和期望（遵从），这两者之间的冲突可能会对孩子产生困扰,在美国的一座小城市，一对夫妻因为如何教育他们的孩子对待不同种族和文化的态度而发生了分歧。因为他们所在的城市种族多样，他们的孩子在学校经常会接触到不同种族和文化的同学。这对夫妻希望他们的孩子能够对所有人都友善，尊重所有的种族和文化。然而，他们在具体的教育方法上产生了不同的看法。,约瑟夫，他是一个乐观的人，喜欢挑战现状，希望自己的孩子能勇于改变世界，然后成为引领世界的人,应该积极教育孩子去挑战和质疑那些对不同种族和文化的刻板印象。希望孩子能够学会如何去争取自己的权力，并且用这种权力去影响和改变他们周围人的观念。,艾米，她是一个保守的人，喜欢和谐的生活，希望孩子能够适应环境，遵守社会的规则和期望,认为应该教育孩子去尊重和接受所有的种族和文化。希望孩子能够遵守社会的规则，不要轻易挑战现状，而是要学会如何适应和接受不同的种族和文化。,夫妻,3,21
亲子/育儿,孩子种族和文化教育,自我导向,传统,父母可能希望孩子独立思考和形成对种族和文化的个人理解和看法（自我导向），同时也可能希望孩子尊重和接受他们所在社会或家庭的传统观点（传统），这可能导致孩子在“独立思考”与“尊重传统”之间感到矛盾,在一个多元文化的社会背景下，一对夫妻需要教育他们的孩子如何理解和接受自己所在的文化和其他种族的文化。他们的目的是希望孩子能够尊重和理解各种文化，并在这个多元化的社会中找到自己的位置。然而，他们在教育方式上产生了分歧。,艾米，艾米是一位开明的妈妈，她尊重孩子的独立思考能力，认为每个人都应该有自我探索和理解世界的权利,决定让孩子自己去阅读和了解各种文化和种族，同时鼓励孩子去交流和理解不同背景的朋友，以形成自己的看法和理解。,汤姆，汤姆是一位传统的父亲，坚信他们自己的文化和宗教是最重要的，认为孩子应该首先接受自己的文化教育，并尊重和接受传统的教育方式,决定让孩子按照他们的文化和宗教去学习和生活，并强调孩子需要尊重和接受他们的传统。,夫妻,3,22
亲子/育儿,孩子种族和文化教育,安全,刺激,在种族和文化教育中，父母可能希望孩子保持对他们熟悉和舒适的环境的感觉（安全），但同时也可能希望他们勇于尝试了解不同的文化和接受新的经验（刺激），这可能让孩子在“追求安全”和“追求刺激”之间产生冲突,在一个多元文化且充满差异的城市中，一对夫妇正面临如何教育他们的孩子理解和接纳不同种族和文化的决策。他们希望孩子在未来能够合理接纳并理解各种种族和文化，但是关于教育方式上，他们产生了不同的观点。,玛丽，一个非常谨慎和注重安全的母亲。她注重孩子的安全和舒适感，希望孩子在一个他们熟悉的环境中成长,认为孩子在成长过程中应该最大限度地避免与具有冲突性和过于激进的文化接触，以保护孩子的安全。主张通过家庭教育和学校教育等方式，系统地向孩子介绍不同的种族和文化，保证孩子在一个舒适且安全的环境中接受种族和文化教育。,约瑟夫，一个喜欢冒险和挑战的父亲，他认为人生就应该充满探索和体验,认为孩子应该亲身体验和感受不同的文化，如自己去各种文化活动中去学习和体验，即使有时会面临一些困难和挑战，也是孩子成长的必要过程。主张孩子通过实践参与去了解不同的种族和文化。,夫妻,3,23
亲子/育儿,孩子种族和文化教育,享乐主义,成就,在教育孩子处理种族和文化差异时，父母可能希望孩子享受学习和认识新事物的过程（享乐主义），但同时也可能希望他们通过努力学习和理解，达到对不同种族和文化的深入理解（成就），这可能让孩子在“享受过程”和“追求结果”之间产生困扰,在一个多元文化的社区里，夫妇二人正在决定他们应该如何教育他们的孩子接触和理解不同的种族和文化。他们的决策目标是希望孩子能够在这个多元文化的环境中，既能开心享受学习新事物的过程，同时也能对不同的文化和种族有更深入的理解。然而，将这两者结合并不容易，他们在具体的实施方法上出现了分歧。,Amy，她是个充满活力的妈妈，乐观开朗，喜欢生活，重视生活的质量和乐趣。她认为，快乐的学习过程才能激发孩子对学习的兴趣,认为应该通过参加各种文化和种族的活动、游戏等轻松有趣的方式来让孩子接触不同的文化和种族，如此才能让孩子在享受过程中学习到知识。,Bob，他是个严肃认真的父亲，对孩子的教育非常在意，希望他们能在学习中取得优秀的成绩。他认为，努力学习才是最重要的,认为应该制定详细的学习计划和目标，通过系统的学习和阅读相关的教材书籍，来让孩子对不同的文化和种族有深入的理解。,夫妻,3,24
亲子/育儿,儿童健康饮食计划,慈善,安全,在儿童健康饮食计划中，父母或者监护人作为决策者，可能会在采取有利于孩子健康（慈善价值观）的严格饮食计划，与维持对孩子的权威和控制（权力价值观）之间产生冲突,在某个小镇上，一直被肥胖问题困扰的小学生Tommy家中发生了争议。Tommy的父母决定需要开始制定一个健康的饮食计划，以改善Tommy的体重和整体健康状况。然而在决策过程中，Tommy的父母却陷入了争论，他们对于饮食计划的管理方式和具体的实施措施有着严重的分歧。,Sally，Tommy的母亲，她是一个典型的家庭主妇，是一位慈爱的母亲，深爱着自己的孩子，在孩子的健康问题上总是充满关心和耐心,孩子的健康是第一位的，应该尽量通过健康的食物和运动来改变Tommy的体重问题，提倡鼓励和支持，尽量避免对孩子进行强硬的管控，让Tommy在乐观的环境下自发地改变自己的饮食习惯。,John，Tommy的父亲，是一位严格而又要求高的父亲，他始终希望孩子能够在他的管教下健康成长，对权威有着深深的尊重和信任,父母有责任对孩子的健康进行控制和管理，主张严格的饮食管理，比如不允许吃高糖、高脂肪的食物，限制看电视和玩电子游戏的时间，有必要的话，准备使用惩罚来确保孩子按照计划行事。,夫妻,3,25
亲子/育儿,儿童健康饮食计划,享乐主义,安全,在儿童健康饮食计划中，可能会出现孩子追求吃得快乐（享乐主义价值观），如经常吃甜食、快餐等，与父母或监护人想让孩子学会自我控制，定时定量健康饮食（自我导向价值观）的冲突,在小城市中，有一户普通的三口之家。他们的儿子Timmy是一个8岁的男孩，他特别喜欢甜食和快餐，这使得他的体重迅速增加，健康状况开始出现问题。为了改变这种状况，家庭需要制定一个健康的饮食计划。,Timmy，一个8岁的小男孩，他非常喜欢甜食和快餐，不想试图改变他的饮食习惯，因为这是他感到快乐的方式,决定让他继续每天吃最喜欢的甜食和快餐，因为这让他感到快乐，而他认为自己的快乐应该是最重要的。,Lily，这是Timmy的妈妈，一个关心她孩子健康的母亲，她深知健康饮食的重要性，并希望Timmy能够建立起良好的饮食习惯,决定定制一个健康的饮食计划，鼓励和教育Timmy建立良好的饮食习惯，即使这可能会导致Timmy在一段时间内不那么快乐。,母子,3,26
