domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
家庭,装修风格和装修公司选择,大同,权力,如果家中有个体倾向环保的大同价值观，他可能会选择环保设计和装修公司，这可能需要花费更多的时间和金钱,Ben和Olivia夫妇最近购置了一套新房子，需要面临装修的选择。他们对装修风格和装修公司的选择存在分歧，Ben关注环保和社会公正，赞成使用环保材料，而Olivia则想通过装修展示他们的社会地位和品味。,Ben，他是一位环保主义者，乐于服务社区，致力于创建一个和谐，环保的居住环境,建议选择环保装修风格，并想要聘请本地的环保装修公司进行装修，以此来降低装修过程中的碳排放，尽可能地减少对环境的影响。,Olivia，她是一位公司高级管理人员，关注社会地位和品味，希望家的装修能体现出她的社会地位,更倾向于选择知名的、豪华的装修公司，并希望家中的装修风格体现出品位和社会地位，即使这样的装修公司可能并没有那么注重环保。,夫妻,3,11
家庭,装修风格和装修公司选择,传统,刺激,如果家庭中有的成员倾向于安逸的传统价值观，可能更喜欢选择经典、保守的装修风格和有长久历史的装修公司,一对夫妻决定装修新购入的家。他们的目标是创造一个舒适的生活环境，其中决策的焦点主要在于装修风格和装修公司的选择。夫妻两人的价值观不同，使得决策过程中出现了分歧。,Maria，一个深受家庭熏陶，喜欢传统和经典设计的人。她倾向于一种安逸和稳定的生活方式，并深信这种方式可以带给她家庭的温馨和和谐,倾向于选择一种经典的、历久弥新的装修风格，比如法式复古或者英式乡村风。同时希望选择一个在行业中历史悠久，有着丰富经验和良好口碑的装修公司。,Tom，一个充满活力，富有冒险精神的人。他喜欢追求新奇和刺激，乐于尝试各种新鲜的事物,为了追求新颖独特，希望家中能够体现出个性，所以希望家装风格能采用现代简约或者工业风。对于装修公司的选择，更倾向于选择一些新兴的，有创新能力和设计理念的装修公司。,夫妻,3,12
家庭,装修风格和装修公司选择,安全,自我导向,有些成员持安全价值观可能会选择已经被广大用户认可、评价较高的装修公司和风格，以确保质量和效果,一对年轻夫妻买下了新的公寓，他们打算按照自己的想法进行装修。目前，他们需要决定装修的风格以及选择合适的装修公司。然而，他们在这两个问题上产生了分歧，一方倾向于选择大众认可、评价较高的装修公司以及一种较为通用的装修风格，认为这样更能保证装修质量和效果。另一方则想要选择一种新颖、独特的装修风格，认为这更能体现他们的个性，同时也想要尝试新兴的装修公司，以此满足对新鲜事物的探索欲望。,Alice，一位温和且保守的年轻女性，她总是谨慎而稳重地做出决策，对于未知事物总是保持谨慎的态度,提出选择一家经验丰富且评价很高的装修公司进行装修，认为这样可以最大限度地确保装修的质量和效果。在装修风格上，更倾向于选择一种经典且大众接受的风格，比如北欧风格或简约现代风格。,Bob，一位勇于尝试新事物的年轻男性，他乐于接受挑战并享受探索的过程,选择一家新兴的装修公司进行装修，虽然这家公司还没有建立起坚实的口碑，但这是个新的尝试，可能会带来意想不到的效果。在装修风格上，更倾向于有设计感且独特的风格，以此体现他们的个性。,夫妻,3,13
家庭,装修风格和装修公司选择,成就,享乐主义,倾向于成就价值观的家庭成员可能希望通过装修展示他们的成功和地位，因此可能更看重装修的质量、奢华程度,黄太太和林先生是一对夫妻，他们都是成功的事业人士。最近他们决定装修他们的新房，但在装修风格和装修公司选择上产生了分歧。黄太太想要一套豪华装修，以此展示他们的成功和地位，而林先生想要一套舒适的装修，重视生活的享受。,黄太太，一个独立、聪明、成功的女企业家,决定聘请一家高端装修公司，以独特和豪华的装修风格来对外展示个人的成功和地位。,林先生，是一位乐天知命的男士，他的事业也很成功，但他更看重生活的舒适度和个人的享受,更愿意选择一家以舒适和个性化装修风格著名的装修公司，认为家是一个放松和享受的地方，不必过于奢华。,夫妻,3,14
家庭,房产选择和购买,权力,大同,如果一个人追求社会地位和声望（权力），他可能更倾向于购买位于高档社区的豪华房产，这样的选择有可能不利于整体的社会公正和环境保护（大同），因为这可能会扩大社会贫富差距并加剧城市的土地紧张,处于社会中高阶层的夫妇艾伦和玛丽准备购买一栋新的豪华别墅，艾伦希望通过这个豪华的房产来提升他们的社会地位和声望，但是玛丽对此却有些犹豫，她认为这样的行为违背了她的价值观，她认为应该更关注环境和社会公平，而不是追求个人的权力和地位。这个决策导致了二人间的冲突和分歧。,艾伦，是一位成功的商人，他重视自己在社会中的地位和声望，他热爱财富和权力，对豪华的生活有着极高的追求,选择购买位于高档社区的豪华别墅，认为这样可以提升他们的社会地位和声望。,玛丽，是一位环保组织的工作者，她关注环境保护和社会公平，对奢侈和精英主义抱有疑虑，她追求的价值是建设更公正、更和谐的世界,认为豪华别墅对环境的破坏以及社会贫富差距的扩大违背了个人价值观，选择反对购买这栋豪华别墅，建议购买更环保、更符合社会公平理念的房屋。,夫妻,3,15
家庭,房产选择和购买,成就,安全,如果一个人重视个人成功（成就），他可能愿意冒险购买具有升值潜力的房产，而这可能会冲突他对家庭安全和稳定（安全）的追求,近日，大型开发商要开发一块新的地产，地理位置不错，但是周边设施并不完备，未来的升值空间非常大。同时市区也有一套二手房产在出售，该房产地理位置已经非常成熟，周边设施齐全，但是价格较高且升值空间有限。这对夫妻现在面临一个决策，买新开发的房产还是市区的二手房产。,张强，是一名成功的投资人，一直注重寻找有升值潜力的投资项目,认为购买新开发的房产是一个好的投资，虽然现在周边设施并不完备，但是有很大的升值空间，可以带来更大的收益。,李华，是张强的妻子，一名教师，一直注重家庭的稳定和安全,认为购买市区的二手房产更为稳妥，周围设施齐全，可以提供更好的生活品质，虽然价格较高且升值空间有限，但更为安全，不会带来投资的风险。,夫妻,3,16
家庭,房产选择和购买,享乐主义,慈善,一个人可能享受在市中心繁华地段的豪华公寓生活（享乐主义），但这种选择可能与提高他人福利（慈善）冲突，例如，他的选择可能会推高房价，影响低收入家庭的居住,在一个繁华的城市中，周围的生活设施和便利的交通使市中心的位置变得极具吸引力。一对夫妇，他们的决策目的是为了买一套自己居住的房子，但他们在选择房产的地理位置和户型上产生了分歧。,凯文，是一位高级经理，热爱市中心的繁华生活。他对豪华的高档公寓有着无比的向往，希望能在城市的心脏地带拥有一套房产,倾向于选择市中心豪华的高层公寓，即使这意味着他们将需要支付更高的房价。想要享受在市中心的繁华生活，享受方便的交通，丰富的文化活动和高质量的生活设施。,艾米，是一位社区志愿者，她对市区房价飞涨的情况深感担忧。她觉得高房价让低收入家庭无法在市中心买到合适的房子,倾向于选择远离市中心，但交通便利，房价相对较低的社区。认为这样的选择既能满足他们的居住需求，又不会推高市中心的房价，影响低收入家庭在市中心购房的机会。,夫妻,3,17
家庭,房产选择和购买,传统,自我导向,一个人可能希望购买传统的、有历史的房产（传统），但这种选择可能与他对创新、独特设计的追求（自我导向）产生冲突,John和Lucy夫妇在小镇上找到一份新的工作，他们计划在这个小镇买房定居。然而，在选择房产的问题上，他们有着不同的想法。John更喜欢小镇传统的石头房屋，认为这些房子更具有历史意义和文化气息；而Lucy则喜欢现代的、设计新颖的房子，认为这样的房子更符合她的个性和审美。,John，他深深爱着这个小镇的历史和文化，对所有传统的事物都有着深深的热爱。他在这个小镇上长大，并深深地热爱这个地方的一切,决定选择一栋历史悠久的石头房屋，认为这样的房子更具有历史感和文化气息，能更好地融入这个小镇。,Lucy，她是一个前卫、独立的女性，对新奇的事物总是充满好奇。她热爱探索，喜欢拥有与众不同的东西,决定选择一栋新颖设计的现代化住房，认为这样的房子能够满足她的独特审美，同时也能体现个人的个性。,夫妻,3,18
家庭,房产选择和购买,刺激,遵从,一个人可能喜欢在新兴地区或者异国他乡购买房产，以追求刺激和新奇（刺激），但这种冒险的选择可能与他对遵从社会期望，例如在本国或家乡置业的规范（遵从）产生冲突,由于过去几年工作的积累，Tom和Linda打算购买一套房产。他们正在考虑购买在市中心的一套现代化公寓或者在他们的家乡购买一套宽敞的乡间别墅。他们的目标是为自己和即将出生的孩子创造一个稳定的家。然而，两人的看法有所不同，产生了决策分歧。,Tom，一个喜欢冒险和新奇体验的人，他的工作表现突出，经常需要出差。他对于新事物充满好奇，享受尝试和探索的过程。他的价值观主要是刺激。,希望购买市中心的公寓，觉得这样可以更方便工作，并且对于市中心的繁华生活充满了好奇和期待。,Linda，一位传统且稳重的女性，她善于处理家务，重视家庭和社会习俗。她希望她的家庭生活是稳定、安静的。她的价值观主要是遵从。,更喜欢在他们的家乡购买一套乡间别墅，认为那里的环境更适合孩子成长，同时也更符合他们的社会期望。,夫妻,3,19
家庭,老年家庭成员长期护理方案规划,权力,慈善,如果你是家庭中的决策者，你可能会面临权力和慈善之间的冲突,家中的年迈母亲已步入90岁高龄。母亲健康状况逐步衰退，已经无法完全自理生活，需要一份长期护理方案。家庭成员因此面临了制定护理方案的决策，这个决策中涉及到资金分配、时间分配、家庭成员参与程度等问题，引发了不同价值观的冲突。,John，是个成功的商人，一直以追求事业成功和社会地位为人生目标，他具有很强的经济实力和决策权，对于家庭事务他也有一套自己的看法。其价值观主要基于权力。,认为应该聘请专业的护理服务机构来照顾母亲，这样可以更专注于自己的事业。同时，觉得这是对于母亲的最好安排，专业的护理服务会给予母亲更好的照顾。,Lily，是家中的次女，一直以来都非常尊重和关心母亲。她常年在家务事上付出努力，赞同家庭成员应更多参与到老人的护理中。其价值观主要基于慈善。,认为家人应该更多地参与到母亲的护理中，即使这需要牺牲个人的时间和舒适，毕竟这是家庭成员应有的责任。认为这样可以让母亲在最后的岁月中感受到更多家人的关爱。,兄妹,3,20
家庭,老年家庭成员长期护理方案规划,安全,享乐主义,在规划老年家庭成员长期护理方案时，可能会出现安全与享乐主义的冲突,家庭中的老父亲近年来身体状况每况愈下，需要有人长期照顾，但家中无人有足够的时间和精力长期照顾。为了解决这个问题，家中人决定制定一个长期护理方案。其中，夫妻二人对于如何规划这个护理方案产生了分歧。夫妻二人都希望老父亲能得到良好的照顾，但对于如何实现这个目标他们的意见不一。,马修，是家中的主要经济支持者，他一直以来都是安全考虑为主，他认为长期照顾应该是有保障和稳定的，不能忽视任何的安全问题,建议聘请专业的护理人员，来家中照顾老父亲，这样不仅可以保证老父亲的基本生活需求，还能及时处理突发的健康问题。,艾米，是家中的精神支柱，她是一个很注重生活质量的人，常常希望家中的每个人都能有快乐的心情和舒适的环境,建议把老父亲送到附近的养老院，那里的环境优美，有专门的医护人员，还有很多老年朋友可以一起活动，这样不仅老父亲的基本生活可得到照顾，也可以让他的生活变得更加丰富多彩。,夫妻,3,21
家庭,老年家庭成员长期护理方案规划,慈善,遵从,在决策过程中，你可能会面临自我导向和遵从之间的冲突,一个家庭正在考虑其正在患老年痴呆症的父亲的长期护理方案。他们面临的主要问题是是否应该将父亲送入老年护理设施，或者他们应该将他留在家中，并雇用全职护工。决策的目的是找到最符合父亲的需要以及对整个家庭最少影响的解决方案。这个决策引起了分歧，因为每个人的观点和价值观都不同。,玛丽，是一个成功的企业家，非常强调个人独立和自由,觉得应该把父亲送进老年护理设施，这样他可以得到专业人员的照顾，同时自己也能有更多的时间和精力来管理自己的公司。,约瑟夫，是一个传统的家庭男人，强调对家庭的责任和遵从,认为应该让父亲留在家里，并雇用全职护工。认为这是他们作为子女应尽的责任，他们应该尽最大的努力来满足父亲的需求。,夫妻,3,22
家庭,老年家庭成员长期护理方案规划,刺激,大同,在规划过程中，你可能希望寻求新的、刺激的护理方式（刺激），但这可能会与关心所有人类和大自然福利的大同价值观产生冲突，因为新的方法可能对环境或他人产生不利影响,家庭决策对于母亲的长期护理安排，母亲已经年老并且身体状况逐渐恶化。决策的目的是找到一个可以照顾好她的长期护理方案，以确保她的生活品质。然而，这个决策带来了分歧：一方想要尝试新的，刺激的护理方式，可能会采用一些年轻、有活力的护工，或者尝试最新的护理技术；另一方希望考虑所有人的福利，坚持传统和常规的护理方式，避免给其他家庭成员、社区或环境带来负担。,约瑟夫，他是家中的长子，同时也是一名医生，他平时工作十分繁忙，一直在医科领域寻找新的挑战，对新事物有着极高的好奇心,建议尝试新的护理方式，比如雇佣年轻有活力的护工，或者尝试最新的护理技术和设备，让母亲经历不同寻常的护理方式，同时也满足自己对新事物的好奇心。,玛丽，她是家中的长女，也是一名环保主义者，她致力于社会公平和环保事业，始终坚持对他人和环境负责,更倾向于经验丰富、稳重的长期护理方案，比如雇佣有经验的专业护工，或者选择传统的家庭护理，以尽量降低对其他家庭成员和环境的影响。,兄妹,3,23
家庭,家电购买根据需求,权力,大同,当家庭购买家电时，如果家庭中的某个成员对于该购买决策有较大的控制权，那么可能就会忽视了为了所有家庭成员的福利而作出的公平决策，这就可能会引发权力与大同之间的冲突,一个小家庭打算购买一个新的洗衣机替换旧的坏掉的一个。购买新洗衣机的目的是为了满足家庭生活中清洗衣物的需求，但家庭中的两位主要决策者对于购买哪种洗衣机产生了分歧。,杰克。杰克负责家庭的财务管理，他善于研究和对比各种产品的性价比，以尽可能地节约家庭开支,考虑购买一台最新、最高端的智能洗衣机，即便它的价格比其他类型的洗衣机要高。认为购买这种洗衣机将显现他的决策力，同时认为这是一个良好的投资，因为高端产品通常具有更长的使用寿命和更高的性能。,玛丽。玛丽是家庭的另一位决策者，她主张公平、平等，并始终考虑家庭所有成员的利益,倾向于购买一台更实用、价格更合理的洗衣机。认为高端洗衣机的许多功能可能并不实用，而且价格也更高。主张购买一台经济实惠的洗衣机，可以满足家庭的基本需求并且实现家庭预算的有效管理。,夫妻,3,24
家庭,家电购买根据需求,享乐主义,安全,为了追求个人的快乐或感官上的满足，可能会选择购买某种风险较高的家电产品，这就可能与追求家庭安全的价值观产生冲突,家庭中，老电视机出现了老化问题，需要更换。最近市场上有一款最新型号的智能电视机，可以连接网络观看各种影片，满足对娱乐生活的需求。然而这款电视价格高，且该品牌尚未经过长期市场的检验，存在一定的安全风险。,杰克，对生活享受有着独特的追求，喜欢追求新事物和高科技产品,认为购买这款最新型号的智能电视机可以丰富家庭娱乐生活，能够带来更多的乐趣，因此建议购买。,艾米，是杰克的妻子，注重生活安全，对新事物接受度较低，更倾向于购买已经市场验证的产品,认为购买这款电视机有一定的风险，可能存在安全问题，而且价格较高，影响家庭经济安全，因此建议购买性价比更高的老品牌电视。,夫妻,3,25
家庭,家电购买根据需求,成就,传统,如果家庭中的某个成员想要通过购买高端、新潮的家电产品来展示自己的成功和社会地位，这可能就会与遵守购买传统、实用性强的家电产品的传统价值观产生冲突,在一个平常的周末，家庭中的电视机突然出现故障无法观看，然后家庭决定购买新的电视机来替换。然而，关于新电视的选择，家庭中的丈夫和妻子却产生了分歧。丈夫认为应该购买一款大屏幕、超薄、智能化的顶级新款电视，以此提升家里的影音娱乐体验并表现他对科技潮流的追求和对家人的照顾。而妻子则认为，电视主要的功能是观看节目，太过先进的电视对于他们来说并不需要，更希望选择价格适中、实用性强、耐用的电视机。这个决策问题引发了他们的价值观冲突。,张大明，是一个事业成功的中年男子，热衷于追求新科技，喜欢尝试最新、最好的东西，他希望通过他的成就和影响力来表现他对家人的爱,决定购买一款最新款的、功能齐全的大屏智能电视，认为这能够提升家庭生活的质量，更能体现对家人的照顾。,吴小花，是张大明的妻子，她是一个较为保守的人，认同并遵循传统的价值观，她认为生活中最重要的是满足实际需要而不是追求奢华，电视的主要功能就是观看内容，没有必要购买过于高端的产品,希望购买一款价格适中、实用性强、耐用的电视机，认为这样不仅满足了日常观看电视的需要，同时也节约了家庭的开支。,夫妻,3,26
家庭,家电购买根据需求,自我导向,遵从,当家庭中的某个成员希望通过购买家电以展示自己独立的思考和选择能力时，可能会与那些遵守家庭共同决策或服从家庭中长辈决策的价值观发生冲突,电视机是家庭中必不可少的家电之一。John和Amy此刻正面临一个决策问题，他们的家中电视机已经使用了10年，需要更换一台新的。然而，对于如何选择适合的新电视机，他们产生了分歧。John希望购买一台高科技、智能化的新电视，他相信这将使他们的家庭生活更便捷、更有乐趣。而Amy则认为购买传统的电视机更恰当，因为这样可以让他们的父母更容易操作和理解。,John，John是一个充满热情和创造性的人，他喜欢探索新事物，追求个人的兴趣和满足,决定购买一台最新的、智能化的电视机。,Amy，Amy是一个敬业和善良的人，她尊重家庭的传统和长辈的意见，愿意服从家庭的决定,认为应该购买一台传统的、易操作的电视机。,夫妻,3,27
家庭,家电购买根据需求,刺激,安全,为了追求新奇和挑战性，可能会倾向于购买新出的、技术先进但尚未被大众验证的家电产品，这可能与追求家庭安全的价值观产生冲突,父母都是求职者，需要购买一台新的电视，以供家庭娱乐。然而，他们在购买电视的过程中产生了分歧。爸爸想要购买一台最新的、具有虚拟现实技术的电视，用来增加家庭的娱乐性。然而，妈妈则坚持购买一台已经经过市场验证且大众评价良好的电视，更注重的是家庭的安全和稳定。,爸爸，他喜欢探索新事物，追求刺激和新奇,购买一台最新的、有虚拟现实技术的电视，为家庭带来更多的娱乐。,妈妈，她更偏向于注重家庭和孩子的安全，保持家庭的稳定,坚决反对购买新出的电视，认为应该购买已经经过市场验证的电视，以确保家庭的稳定和安全。,夫妻,3,28
