domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
工作/就业/职场,工作地点选择,大同,权力,选择工作地点时，有些人可能希望选择一个可以为整体社会贡献更大的地方（大同），但这可能会与他们提升自己社会地位或控制资源的愿望（权力）产生冲突,一家全球知名的环保非政府组织正在招聘项目经理，该职位需要在遥远的非洲某地方贫穷的乡村工作，主要职责是推动并监督当地一项可持续发展的环保项目。然而，虽然这个项目可能会对整个社区产生积极影响，但工作的地理环境艰苦，社会地位和薪酬也远不如在发达城市的同等职位。,Amy，是一个热爱环保事业、想为全球可持续发展出一份力的有情怀的人,决定接受这份工作，尽管这意味着自己将要放弃在城市中获得更高社会地位和薪酬的机会。认为如果自己的工作能帮助改善一个社区的环境状况，并让他们认识到可持续发展的重要性，那么这就是一种对全人类的贡献。,Bob，是一个聪明能干、一直在追求社会地位和财富的人,决定放弃这个机会，转而选择了在发达城市的一家公司工作，认为那里更有可能提升自己的社会地位和财富。尽管对于可持续发展和环保也表示支持，但认为自己更能在发达城市的公司发挥更大的作用。,同事,1,11
工作/就业/职场,工作地点选择,慈善,成就,个人可能想要选择一个工作地点，那里的工作可以直接帮助他们熟识的人（慈善），但这可能与他们在社会上取得成功，实现个人成就的愿望（成就）产生冲突,两人所在的科技公司新开设了一个分支机构，在遥远的农村地区。公司需要债权人在总部和分部之间进行选择。如果选择去农村分部，他们就有机会改善当地人们的生活，帮助他们建立互联网基础设施。如果选择留在总部，他们将有机会参与更高级的项目，这将有助于他们的职业发展和社会成功。,玛丽，一个在公司工作多年，对工作充满热情的项目经理。她非常关心社会福利，总是希望她的工作能对他人产生积极的影响,决定去农村分部工作。认为尽管那里的工作可能较为艰难，资源可能较为匮乏，但自己能直接帮助需要互联网支持的农村人民，提升他们的生活质量，这对自己来说更具价值。,约翰，一个雄心勃勃的软件工程师，总是追求在职业生涯中达到尽可能高的成就。他相信，向上攀爬，获取更高的社会地位和成就感是他努力的动力,决定留在总部工作。认为在总部自己将有机会接触到更尖端的项目，这将为自己的职业生涯带来更大的竞争优势。对自己来说，之后的发展和成功更重要。,同事,1,12
工作/就业/职场,工作地点选择,传统,自我导向,有些人可能会选择在自己的家乡工作，以遵守和尊重家庭和文化传统（传统），这可能与他们追求独立思考，去其他地方寻找新的机会和挑战的愿望（自我导向）产生冲突,一家全球性科技公司正准备在中国设立分公司，公司需要在北京和成都两个城市中选出一个作为设立分公司的地点。北京是中国的首都，具有很高的国际化程度和发展潜力，而成都则是西部的区域中心城市，经济发展稳定，具有浓厚的本地文化底蕴。,李明，是公司的副总裁，他在成都长大，对成都的商业环境和文化环境非常了解。他认为在成都设立分公司将有利于公司在中国西部获得更多的市场份额,建议公司应在成都设立分公司，认为这将有助于公司在中国西部市场的扩张，并且自己对成都的商业环境有着深入的了解和认识。,王洋，是公司的首席营销官，他具有在全球各地工作的经验，对各个市场的理解和把握非常到位。他看重的是公司发展的全球化战略和未来的发展潜力,建议公司应在北京设立分公司，认为北京的国际化程度更高，会使公司更好地融入全球市场，为公司未来的发展提供更多的机会和可能性。,公司高管。,3,13
工作/就业/职场,工作地点选择,遵从,刺激,一些人可能会选择一个稳定和符合社会期待的工作地点（遵从），但这可能会限制他们寻求生活中的刺激和挑战（刺激）的机会,一个全球知名IT企业在全球多地招聘软件工程师，有些工作地点是在繁华的城市，有些则在偏远的城镇。工作职责和待遇都是一样的，工作地点由应聘者自行选择。招聘启事引起了两个朋友的注意，他们都满足该职位的要求，且都希望加入这样的优秀企业。,Tom，一个对生活有着明确计划，偏向于稳定和安逸生活的人。他的价值观是遵从，他更喜欢选择被大家认可，社会期望的生活方式。,选择在繁华城市的工作岗位，因为在那里，可以接触到更多的人，更能满足社会期望。同时城市的稳定能让自己的生活更加安逸，也更容易得到家人和朋友的认同。,Jerry，一个对未知事物充满好奇，喜欢寻求刺激和新鲜事物，喜欢挑战自己的人。他的价值观是刺激，他喜欢挑战，喜欢不断尝试新的事情，愿意踏出自己的舒适区寻找更多可能。,选择在偏远城镇的工作岗位，因为在那里自己能遇到更多的挑战，更多的未知。而这些都能让个人感到满足和快乐。乐于面对新的挑战，乐于通过不断学习和成长，实现自我价值。,朋友,1,14
工作/就业/职场,工作地点选择,安全,享乐主义,个人可能会倾向于选择一个他们认为安全，稳定的工作地点（安全），但这可能与他们追求个人快乐，享受生活（享乐主义）的愿望产生冲突,一家国际公司正在进行全球扩展，员工有机会申请去国外的分公司工作。公司提供了两个地点选择，一个是稳定的新加坡，安全性高，生活条件好，但生活节奏快，工作压力大。另一个是巴厘岛，虽然公司在那儿的业务只是起步阶段，但生活节奏较慢，更为享受。,李明，一个有责任心的中层管理者，有一户人家需要照顾，他更看重生活的稳定和安全,选择去新加坡工作，认为那里的社会稳定和治安良好可以给自己提供一个安全的工作和生活环境。,张楠，一个热爱冒险和挑战的年轻员工，他热衷于新的体验和乐趣。张楠相信他的生活应当是丰富多彩的,选择去巴厘岛工作，认为那里的悠闲生活和丰富的娱乐活动可以给他带来无尽的快乐。,同事,1,15
工作/就业/职场,工作时间安排,自我导向,遵从,自我导向的价值观倾向于个人的选择和创新，而遵从的价值观却要求严守规则和行为标准,软件开发公司中，由于项目紧急，需要员工加班以便尽快完成任务。决策目的是确定是否实行统一的强制加班制度还是让员工自由选择是否加班。决策分歧在于团队一部分员工更看重个人的选择和工作效率，而另一部分员工则认为应遵守公司的安排，实行强制加班制度。,杰克，热爱软件开发的资深软件工程师，有丰富的经验，常常善于自我管理和自由探索,反对强制加班制度，认为应该让员工根据自己的工作情况自由选择是否加班，从而保证工作效率和质量。,艾米，刚入职不久的软件工程师，严格遵守公司规章制度，尊重传统，习惯遵从上级的安排,支持实行统一的强制加班制度，认为这是遵循公司的决策，对于新手来说，可以增加经验，提高自身能力。,同事,3,16
工作/就业/职场,工作时间安排,成就,安全,成就的价值观追求个人的成功和竞争，而安全的价值观则更强调稳定和保障,在一个创业公司中，团队面临着一项重要的产品开发任务，任务的目标是在竞争激烈的市场中抢占先机，早日发布产品。然而，开发工作需要大量的时间和精力，势必会导致工作时间的延长和压力的增加。如果按照常规的工作时间安排，可能会错失市场的最佳机会，但如果加班加点，又会对团队的身心健康产生不良影响，因此，公司内部对这个问题产生了分歧。,小李。小李是这个团队的项目经理，他非常有抱负，对自己的工作要求严格，对团队的要求也一样。他认为只有通过不懈的努力和持续的挑战，才能在竞争中获得胜利,决定增加工作时间，建议团队进行加班加点，以便尽快完成产品开发。,小张。小张是团队的程序员，擅长平衡工作和生活，他认为保持良好的身心状态，才能持续提供高质量的工作成果。他更关心团队的健康和稳定，并担心过度的工作会给团队带来负面影响,反对增加工作时间，认为团队应该遵循正常的工作时间安排，保持稳定的工作节奏，同时提出可以通过提升工作效率或者技术改进来提高开发速度。,同事,3,17
工作/就业/职场,工作时间安排,刺激,传统,刺激的价值观追求新奇和挑战性，而传统的价值观则崇尚尊重和接受已有的习俗和理念,由于公司新项目的推进，需要决定是否采用弹性工作时间制度，允许员工自行安排工作时间，以增加工作的新奇和挑战性，希望通过此决策提高员工的工作效率和满意度。然而，这一改变引起了不同的看法和选择。,Tom，他是公司内一位年轻且有创新精神的产品经理。他喜欢面对新的挑战，乐于接受新事物,支持弹性工作时间，认为这将为员工带来更多的创新和挑战，增强工作的积极性和效率。,Linda，她是公司资深的行政管理者，钟情于固定的工作时间安排，认为严格的时间规定能带来稳定且有序的工作环境,反对弹性工作时间，自己的观念是传统的工作时间可以保证所有员工的工作节奏和工作效率，避免工作的混乱。,同事,3,18
工作/就业/职场,工作时间安排,享乐主义,权力,享乐主义的价值观追求个人的快乐和感官满足，而权力的价值观则追求社会地位和对他人的控制,公司最近接到一个大项目，需要周末加班来完成。因此，有关工作时间安排的决策分歧出现了。一方面，这个项目的成功完成对公司的发展非常重要，有可能带来大批新的客户和订单；另一方面，周末加班可能会影响员工的休息和娱乐时间，造成员工压力过大或者士气低落。,Tom，一位非常重视个人生活的广告设计师。爱好音乐、旅游和绘画，经常参与各种社交活动。他认为工作只是生活的一部分，享受生活才是最重要的,决定反对周末加班。认为员工的好心情和充足的休息对创新和创造性的工作更为重要。提出应该在工作日内提高效率，而不是牺牲个人的休息和享乐时间。,Linda，公司的项目经理，是一位工作狂人，非常重视工作的完成和成就感。她认为工作的成功可以带来更高的社会地位和声望，对她来说，这比个人的娱乐更为重要,强烈建议周末加班。认为公司的成功和个人的职业成功是密切相关的，而这个项目的完成对公司的重要性无需多说。相信只要付出足够的努力，就一定可以获得应得的回报。,同事,3,19
工作/就业/职场,年假计划,自我导向,遵从,年假计划时，可能有员工想要自由安排自己的假期，去探索和选择自己想去的地方和做的事情（自我导向），但这可能违背了他们所在的团队或企业为了协调和保证工作效率设置的统一的假期安排或者规定（遵从）,某公司想要统一为员工安排年假计划，因为在过去的一年里，因为个人假期的随意安排，导致各部门的工作效率都受到了影响。公司希望通过统一规划，让员工们在固定的时间休假，使得公司的工作能够更加高效的运行。但是这个决策在公司内部产生了不同的看法，一部分员工希望能够自由选择自己的假期时间，而另一部分员工则希望能够遵循公司的安排，以保证整体的工作效率。,李华，公司的设计部门主管，他热衷于探索新的设计理念和尝试不同的工作模式，喜欢自由、创新，擅于处理复杂的设计问题。他的价值观是自我导向。,认为个人的假期应该由自己去安排，因为这样的做法能够让自己有充足的时间去寻找创新的灵感，而不是被公司的制度所束缚。,刘明，公司的行政部门负责人，他注重效率和规范，坚持按照公司的规章制度去执行工作，对于任何破坏规则的行为都不能接受。他的价值观是遵从。,希望所有员工都能够遵从公司的假期安排，因为这样可以保证公司工作的稳定运行，避免因为个人的随意安排导致公司的工作效率受到影响。,同事,3,20
工作/就业/职场,年假计划,享乐主义,成就,一方面，员工可能想要充分享受自己的假期，追求个人的快乐或感官上的满足（享乐主义）；另一方面，他们可能也担心过度的享乐会影响到他们的工作表现和职业发展（成就）,公司即将在一月份进行年度总结和计划，同时这也是员工选择年假的时期。大部分员工都选择在这个时间段休假，以回避繁重的总结和计划工作。然而，休年假的员工就无法参与公司总结和计划，也就无法在公司年度大会上展示自己，影响个人的工作表现和职业发展。,李明，活泼开朗，喜欢享受生活，不喜欢受到工作的束缚,选择在一月份休年假，去自己心仪的度假村放松身心，享受生活。,刘强，工作认真，有强烈的进取心，希望通过努力工作获得职业上的成功,选择不休年假，积极参与公司的年度总结和计划，争取在大会上有所表现，提升个人在公司的地位。,同事,1,21
工作/就业/职场,年假计划,刺激,安全,在计划年假时，一部分员工可能更倾向于寻求新奇的，具有挑战性的活动以满足他们对刺激的需求（刺激）；而另一部分员工可能更看重在假期中的休息和放松，以保证自己的身心健康和社会关系的稳定（安全）,新年即将到来，一家科技公司决定组织员工年假活动，目的是让员工在艰苦的工作之后能够得到放松和娱乐，同时也能增强团队的凝聚力。然而，在制定年假计划时出现了分歧，一部分员工希望能去冒险活动，例如攀岩、探洞等，希望能体验刺激与挑战；而另一部分员工则希望能去一个安静的度假区，能够好好休息，享受与家人的时光。,杰克，他是一位程序员，工作认真刻苦，生活中又充满活力和冒险精神，总是寻求刺激和新奇的体验，对未知的世界充满好奇,决定支持去攀岩和探洞的计划，认为这样的活动才能让大家从平淡的生活中感到刺激，也愿意接受这样的挑战。,苏珊，她是一位行政人员，工作稳定，生活中注重安全和和谐，喜欢有规律的生活，小心翼翼地避免风险和冲突,决定支持去安静的度假区的计划，认为这样可以让自己和家人有更多的时间在一起，同时也能好好休息和恢复状态，保障工作的稳定进行。,同事,3,22
工作/就业/职场,年假计划,权力,大同,在有的企业中，高级领导或管理者可能会因为他们的社会地位与声望，而享有更多的年假权利或者选择权（权力）；而这可能会与为了所有员工的福利而设定的公平的假期政策产生冲突（大同）,公司即将面临新的财务年度，需要执行新的假期政策。这个新的政策将决定每个员工未来一年的休假制度。需要决定的问题是：公司应该实施统一的假期政策，还是应该允许高级领导和管理者享有更多的假期权利？这个决策需要满足所有员工的需求，同时也需要最大程度地维持公司的运营效率。,杰克，公司的首席执行官，他的权力来自他在公司的地位和影响力,认为高级领导和管理者由于他们的高负荷工作和他们的重要性，他们应该享有更多的假期权利。,艾玛，公司的人力资源经理，她对公司所有员工的福利和公平感到深深关注,坚持所有员工应该得到同样的待遇，包括假期的分配，提议实施统一的假期政策。,同事,3,23
工作/就业/职场,年假计划,慈善,自我导向,一些员工可能会选择利用年假去做一些慈善活动或者帮助他人（慈善），但这可能会占用他们追求个人兴趣和满足个人需求的时间（自我导向）,公司年底即将到来，员工们开始计划如何使用他们的年假。部分员工希望利用这个时间做出对社会有贡献的行动，参加一些慈善活动；而另一部分员工则希望利用这个时间去追求个人的兴趣和享受生活。在具体的决策过程中产生了分歧。,张华，是公司的项目经理，他热心公益，经常参与各种慈善活动，他认为人应该尽可能的帮助他人,决定利用年假的时间去贫困地区支教，帮助那里的孩子们。,李明，是公司的设计师，他有浓厚的个人兴趣，喜欢摄影和旅游。他认为年假是用来犒赏自己一年的辛勤努力、追求个人兴趣和享受生活的时间,决定利用年假的时间去自己向往已久的欧洲旅游和摄影，这对自己来说是一种极大的享受和个人兴趣的满足。,同事,1,24
工作/就业/职场,工资谈判,权力,大同,在工资谈判过程中，员工可能追求公平的待遇，希望自己的工资能够体现出自己的价值和贡献,一家科技公司的年终绩效考核结束，员工Tom和经理Alex需要进行工资谈判。Tom在公司表现出色，对自己的工作贡献充满信心，他希望获得应有的回报。而作为经理的Alex，他则需要在公司的预算内，为所有员工分配公平的薪资。,Alex，一位富有经验且极富领导力的经理，他对员工有严格的要求，但也很看重团队的整体效益和和谐,考虑到公司的预算和职务等级，决定无法满足Tom的全部要求，认为管理层拥有决定员工薪酬的权力，并建议Tom接受现有的薪资提升方案。,Tom，一个努力、积极的员工，他在项目中起到了关键角色，因此对自己的工作评价很高,认为同等的努力应该得到公平的回报，主张公平的工资制度，要求获得与自己在公司里所做贡献相符的薪资待遇。,上下级,3,25
工作/就业/职场,工资谈判,成就,享乐主义,员工可能追求高工资来体现自己的成就感，但这可能会牺牲他们的个人时间和享乐，因为高工资可能意味着更高的工作压力和更少的休息时间,一个名为高速科技的初创公司在寻找合适的首席技术官（CTO）。为了吸引顶级的候选人，他们愿意支付高薪。然而，由于是创业公司，高工资意味着更高的工作压力和更少的休息时间。决策的目的是找到一个既符合公司现阶段需求，又能体现公司价值观的CTO候选人。,李明，他是一个有着丰富经验的科技顾问，对职业生涯有着极高的期待。他希望通过他的专业技术能力和领导力来推动公司的发展，实现自己的价值。他是一个有抱负的人，追求个人成就和社会认可。因此，他的价值观是成就。,认为为了实现自己的价值和抱负，需要接受高速科技公司的高薪职位，并且应对可能出现的高工作压力和较少的休息时间。,张华，他是一位职场老手，对于工作和生活的平衡非常看重。他希望自己有充足的时间去陪伴家人和朋友，享受生活的乐趣。他认为幸福感来源于工作之外的其他方面，因此他的价值观是享乐主义。,认为应该拒绝高速科技公司的高薪职位，不愿意牺牲个人时间和享乐来应对可能出现的高工作压力和较少的休息时间。,同事,1,26
工作/就业/职场,工资谈判,权力,慈善,雇主在谈判工资时可能主要关注权力和控制，希望尽可能降低工资成本,一个初创公司因为业务的需要，准备招聘一个资深工程师，但是公司的资金有限，面临如何在工资谈判中满足该工程师的期望和保证公司的运营成本这个决策困境。,杰克，是这家初创公司的CEO，具有丰富的商业运营经验，他需要确保公司的运营成本在控制之内，进行更长远的运营,尽可能地压低工资，谈判的策略是对方工作能力和初创公司的不稳定性，让工程师降低期望。,玛丽，是公司的人事部门负责人，了解并关注员工的需求和福利，她认为高水平的工程师应该得到相应的报酬,尽可能提高工资，尽量满足工程师的期望，让他感到被尊重和认可。,伙伴,3,27
工作/就业/职场,工资谈判,遵从,自我导向,员工可能想要遵守公司的规章制度和工资体系，但他们也可能期望能有更多的自我决定权，能在工资谈判中表达自己的需求和要求,公司正进行年度薪资调整，而且是在疫情的背景下。刚刚经历了一轮裁员，公司在降低成本，稳定业绩的大背景下，进行这次薪资调整。在这个背景下，公司需要达到的目的是既保持员工的满意度，避免人才流失，又在成本可控的前提下进行合理的薪资调整。而针对薪资调整的决策分歧在于，员工期望得到合理的薪资增长，满足他们的物质需求和实现他们的价值，而公司则希望在尽可能小的成本下，完成薪资调整。,贝拉，人力资源部经理。贝拉是一个严格遵守公司政策，尊重规则的人，对公司规定的工资体系有深入的理解和坚定的信仰。她主张公平、公正，尊重公司的决策,决定在公司规定的工资调整范围内，根据员工的绩效评价，合理调整薪资。表示会尽力在公司政策和员工需求之间找到一个平衡，但肯定会遵守公司的规章制度和工资体系。,汤姆，销售部门的优秀员工。汤姆是一个追求个人成长和价值实现的人，他希望通过自己的努力和贡献得到对应的回报。他期待公司能看到他的努力，给予他应有的薪资待遇,决定向公司提出加薪要求，认为自己的表现和付出已经超过了自己现在的薪资水平。即使在疫情的大背景下，仍然认为自己应该得到应有的回报。,上下级,3,28
工作/就业/职场,职业道德决策,权力,大同,在职场中，拥有权力的个体可能会过于追求个人的地位和声望，而忽视了对整体人群和环境的关爱和保护，这就出现了权力与大同的冲突,一家科技公司的新项目在预算和质量上有所争议。负责人一方面要考虑公司的经济利益，另一方面也要尊重员工的时间和精力。决策的目的是如何平衡经济和人力资源的投入，以达到项目的最大效益。决策的分歧在于是否应该提高预算，增加员工的工作时间，以提高项目的质量。,Michael，他是这个科技公司的CEO，经验丰富，用人唯贤，但有时候过于强调经济效益,决定不增加预算，并要求员工加班完成项目，以提高项目的质量。,Linda，她是公司的人力资源总监，以人为本，员工的福利和公司和谐是她的首要任务,建议增加项目预算，聘请更多的员工，避免现有员工长时间加班，以保护员工的福利和健康。,同事,3,29
