domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
精神（涉及宗教性质的深刻感情和信仰）/文化,艺术与文化投资,传统,成就,在艺术与文化投资的决策过程中，坚持传统的人可能会主张投资于传统艺术和文化的传承和发展，而追求创新的人则可能会主张投资于新的、前所未有的艺术和文化项目,小镇的艺术文化中心拿到一笔资金，需要决策投资于传统的本地艺术项目，或者投入资金于新的、创新的艺术项目。目的是提高小镇的文化艺术水平，吸引游客，增加收入。决策分歧在于，艺术文化中心的主任和副主任对于如何使用这笔资金有不同的看法。,亚历山大，是艺术文化中心主任，是一个深厚的本地人，保守、器重家乡的艺术传统,决定使用资金来保护和维持小镇的传统艺术，认为这样才能保护和保留小镇的文化身份，也可以满足长久以来小镇居民的期望。,萨拉，艺术文化中心的副主任。她年轻、有活力，有着现代艺术背景，她希望乡镇能接受新的艺术形式,认为应该将投资用于新的艺术项目，这样可以吸引年轻人和外地游客，可以带来更大的收益和认知，使小镇的艺术文化水平达到新的高度。,伙伴,3,11
精神（涉及宗教性质的深刻感情和信仰）/文化,艺术与文化投资,权力,慈善,在艺术与文化投资的决策过程中，追求权力的人可能会主张投资于能够提升自己社会地位或声望的艺术和文化项目，如高端艺术品收藏展,在一个小城市，市政府准备对城市文化艺术进行投资以提升城市形象和吸引游客。候选项目包括购置高档艺术品举办展览这样可以快速提升城市社会地位的项目，也有支持和发展当地民间艺术，让更多人受益的项目。市政府的决策会直接影响城市的未来发展和居民的生活。,约瑟夫，一位有影响力的商人，他是市政府的重要投资人，有着丰富的社会资源和财富。他酷爱艺术品，喜欢在社交场合中展示自己的艺术品收藏,觉得购买高价艺术品举办展览可以快速提升城市形象，提高自己的社会地位，因此推动市政府购买高价艺术品举办展览。,艾米丽，一个致力于公益和社会福利的活动家，她深知艺术和文化的力量，一直致力于推广和保护当地的民间艺术,认为发展当地民间艺术可以让更多人受益，提高整个社区的福利。因此主张市政府投资支持和发展当地民间艺术。,伙伴,3,12
精神（涉及宗教性质的深刻感情和信仰）/文化,艺术与文化投资,成就,安全,热衷于享乐主义的人可能主张投资在能带给他们快乐或感官满足的艺术和文化项目上，如音乐节、电影节等；而那些看重安全的人可能主张投资在能够保障社会稳定和和谐的艺术和文化项目上，例如宣传和平与和谐的艺术活动,在一个文化艺术基金会里，面临一个关于如何分配资金的决策。基金会每年都会拿出一部分资金投资在文化艺术领域。今年的选择是，一是将资金投入到大规模的精心制作的音乐剧中，以吸引更多的公众人群，提高基金会的知名度和影响力；二是将资金用于举办多场历史文化讲座，以提高公众对于历史文化保护的意识，帮助保护和传承本土文化。,艾伦，负责基金会的公关和营销工作，年轻、有活力、富有创新精神，喜欢追求新鲜的事物，热衷于享受生活,支持将资金投入到大规模的音乐剧中，认为这样可以带来更多的观众，让更多的人感受到艺术的魅力，同时也能够为基金会带来更大的公众影响力，满足其个人的快乐和成就感。,玛丽，是基金会的历史艺术研究专家，对历史文化有深厚的研究和理解，长期致力于历史文化的保护和传承，她认为社会的稳定和和谐需要建立在对历史文化的尊重和理解之上,主张将资金用于举办多场历史文化讲座，通过讲座，唤起公众对于历史文化保护的意识，促进社会稳定和和谐。,同事,3,13
精神（涉及宗教性质的深刻感情和信仰）/文化,文化遗产的保护和传承,权力,大同,在文化遗产的保护和传承中，可能出现谁拥有对某些文化资源的控制权的问题,一座古老的城堡位于一座贫穷小镇的边缘，这座城堡拥有重要的历史文化价值。然而，随着时间的推移，城堡逐渐破败，面临着被遗忘的命运。为了保护和传承这座城堡，小镇的领导者决定筹集资金进行修复和开发。然而，对于如何进行修复和开发，以及修复后的城堡应该由谁来拥有和管理，小镇的领导者和一位关心公众利益的非政府组织领导人产生了分歧。,John，小镇的领导者，精明强干，对权力和控制有着强烈的需求。他认为自己的管理能力最强，应该由他来控制城堡的修复和管理工作,创建一个由自己来负责的管理团队，以控制城堡的修复和开发工作，并将城堡作为小镇的政治和经济中心，以此来增强自己的领导地位和影响力。,Susan，是一家关心公众利益的非政府组织的领导人，她坚信保护和传承历史文化遗产是对所有人的责任。她希望城堡能够为所有人开放，并通过教育和文化活动来推广城堡的历史和文化价值,提议创建一个由小镇的居民、学者和专家共同参与的管理团队来管理城堡，使城堡真正成为所有人的共享资源，并开展各种活动来弘扬城堡的历史和文化价值。,互异。,3,14
精神（涉及宗教性质的深刻感情和信仰）/文化,文化遗产的保护和传承,传统,刺激,保护和传承文化遗产通常意味着尊重和接受既定的习俗和理念，这可能与对新奇和挑战的追求产生冲突,一个历史悠久的古老村落，拥有丰富的文化遗产和传统习俗。近年来，随着旅游业的发展，这个村落吸引了大量的游客。然而，一方面游客带来了经济收益，一方面也对村落的环境和文化遗产产生了影响。为了保护和传承文化遗产，村落的决策者面临着如何平衡经济发展和文化保护的问题。,李叔，是村落的长者，以及传统手工艺品的制作人。他深爱自己的村落和文化传统，坚信村落的生命在于其文化遗产的存续,坚决反对过度的旅游开发，认为应该限制游客数量，严格管理，避免对文化遗产的破坏。同时，主张村民们应该继续维持传统生活方式，持续进行传统手工艺品的制作。,张青，是村落里的年轻人，也是一个有抱负的创业者。他认为村落需要变化和发展，才能吸引更多的游客，提高村民们的生活水平,认为应该更加积极地开发旅游业，包括建设一些新的设施来吸引游客，如主题公园、餐厅等。同时，他建议村民们可以将他们的传统手工艺品卖给游客，以此提高收入。,亲戚。,3,15
精神（涉及宗教性质的深刻感情和信仰）/文化,文化遗产的保护和传承,自我导向,遵从,在保护和传承文化遗产的过程中，个人可能希望依据自己的独立思考进行选择和创新，这可能与对社会期望和现行规定的遵从产生冲突,久负盛名的古镇醉乡，因年久失修，一些古代建筑和艺术品处于崩溃的边缘。为了保护和传承这份宝贵的文化遗产，地方政府决定对古镇进行修复和重建。然而，保护和传承的具体方式成为了争议的焦点，一方面需要创新以吸引年轻游客，又需要遵守传统以维系醉乡的文化底蕴。,李悦，当地的年轻艺术家，专长于现代艺术创作。李悦对古镇情有独钟，希望能融入新的元素，使古镇焕发新的生机,建议在保留古建筑原有结构的基础上，引入一些现代艺术元素，如用彩色玻璃替换部分破损的青瓦，或在庭院中安装现代艺术雕塑。,王老爷子，古镇的长辈，自小生活在古镇，对古镇的传统文化有深厚的感情。王老爷子深知古镇的每一寸土地都充满了历史的记忆，他希望可以遵守传统，原汁原味地修复古镇,主张用传统的方法，例如请专门的工匠恢复古建筑，只使用原有的材料，如木材、青砖、灰瓦等，即使成本会更高，过程更为复杂。,互敬互谅。,3,16
精神（涉及宗教性质的深刻感情和信仰）/文化,文化遗产的保护和传承,享乐主义,安全,在文化活动中，人们可能追求个人的快乐和感官满足，但这可能会威胁到文化遗产的安全和保护，也可能破坏社会的稳定和和谐,城市的历史街区将要举行一年一度的艺术节，目的是让市民更好的了解本地的文化遗产，并鼓励他们参与其中为文化遗产的保护和传承做出贡献。然而，市民们对这个艺术节的看法却大相径庭，有人支持将这个重要的历史街区作为艺术节的举办地，认为这能让人们更好地接触和了解文化遗产，也有人反对这个决定，认为这个艺术节可能会对历史街区的保护带来威胁。,凯伦，一位非常喜欢艺术和文化活动的市民，且非常乐于参与各种社区活动,支持在历史街区举行艺术节，认为这样能给市民带来很大的快乐，并且让市民更好地了解和体验本地的文化遗产。,米歇尔，一位致力于保护本地文化遗产的社区领导，关心社区的安全和稳定,反对在历史街区举行艺术节，认为这可能会对历史街区的保护带来威胁，尤其是在大型活动中，人们的行为很难控制，可能会对文化遗产造成损坏。,邻居,3,17
精神（涉及宗教性质的深刻感情和信仰）/文化,文化遗产的保护和传承,成就,慈善,在文化遗产的保护和传承中，个人可能追求根据社会标准的成功和影响力，但这可能与对亲近的人们的关怀和提升他们福利的价值产生冲突,在一个古老的村落，有一座历史悠久的传统祠堂，是村民们心中的精神寄托。然而，随着城市化的进程，祠堂渐渐荒废，需要巨大的资金进行修复和维护。同时，政府决定在这个地方建设一座现代化的文化中心，将会对村落的经济有所帮助，但必须拆除这座祠堂。这个决策引发了村里人民的分歧。,张力，村里的年轻人，有冲劲和抱负，他希望村落变得更好，更富有,认为应该拆除祠堂，建设文化中心，这将会吸引外来人口和投资，对村落的经济发展有利，并提高自己在社会中的地位和声望。,老王，村里的长者，对村落有深深的情感，他一直致力于维护村落的传统和文化,认为虽然修复祠堂需要花费一大笔钱，但至少可以传承村里的文化和历史，打算动用自己积攒的资金进行修复，并发动村民共同参与，来传承村落的文化遗产。,亲戚。,3,18
精神（涉及宗教性质的深刻感情和信仰）/文化,环境公平与宗教义务,大同,权力,在环境公平与宗教义务的决策场景中，追求大同的人可能会倾向于推进公平的环保政策，贡献于所有人类和自然的福祉；而追求权力的人可能由于权力地位所带来的资源控制能力，可能会偏向于利用环境资源以增强自身权力，从而与大同的价值观发生冲突,一个小镇的社区公园正在决定是否允许一个宗教团体在公园里设立一个宗教雕像。公园的宗教雕像可以增强宗教团体的影响力，然而也可能会引发其他非宗教团体的反感。加上这个公园是整个社区的环境公共资源，如何使得公园资源公平合理的被使用是需要被决策的问题。,李平，社区居民委员会的成员，他非常关注社区的和谐和公平,认为公园是社区所有人的公共环境资源，所以主张公园保持中立，不设立任何特定宗教的雕像，避免引发不必要的社区争端，并且可以公平的为所有社区成员服务。,王明，该宗教团体的领导，对增强团体影响力和社区地位有强烈的期许,认为设立宗教雕像可以提升他的宗教团体在社区中的影响力和地位，因此积极主张在公园中设立雕像，并且认为这不仅是个人的权力，也是义务。,同为社区的决策者，但在处理问题上理念存在差异。,3,19
精神（涉及宗教性质的深刻感情和信仰）/文化,环境公平与宗教义务,安全,刺激,在这个决策场景中，追求安全的人可能会倾向于维持现状，保持现有的社会稳定和关系稳定；而追求刺激的人可能会倾向于推进新奇、挑战性的政策或行动，可能会对现有的稳定环境产生冲击，产生冲突,该小镇因为两个教派的长期存在，形成了和谐稳定的社区环境，人们尊重彼此的信仰并且平等对待每个人。然而，现在该小镇的旧教堂已经破旧不堪，需要进行重建。政府建议小镇的两个教派共同使用一个新建的教堂，这个决策挑战了小镇居民习以为常的生活方式。,Bob，小镇上的一名退休教师，他是一个保守的人，崇尚和平稳定的生活，他在小镇生活了大半辈子，对小镇的生活方式有深深的眷恋,反对新的教堂计划，担心共享教堂会让两个教派之间的关系变得紧张，可能引发不必要的冲突，破坏小镇的和谐稳定。建议修复旧教堂，保持原有的生活方式。,Linda，小镇的年轻图书管理员，她喜欢尝试新事物，对新的挑战充满热情。Linda认为变化是必要的，之前的方式不能代表未来的方向,支持建立新的教堂，共享教堂是对社区多样性的接受和认同，是社区向前发展的一个积极标志。认为新的尝试可能会让小镇的生活变得更有趣，更有活力。,朋友,3,20
精神（涉及宗教性质的深刻感情和信仰）/文化,环境公平与宗教义务,权力,自我导向,追求传统的人可能会尊重并接受长久的宗教习俗和理念，并认为应该遵循这些传统来做出决策；而追求自我导向的人可能会主张独立思考，自由选择，甚至可能会挑战和创新现有的传统，因此两者之间可能会有冲突,小镇上的居民们正在决定如何处理一条横穿小镇的河流引发的污染问题。这条河流是小镇人们的主要饮水来源，但是由于小镇上的一个宗教圣地所在的地方常常举行各种宗教仪式，这些仪式中的一些活动会导致河水污染。污染的严重程度已经引发了居民们的关注，他们必须解决这个问题，但是居民们对于如何平衡环境公平和宗教义务的问题有着不同的看法。,艾玛，是小镇上尊重并维护传统的年长者之一,认为维护宗教仪式的开展是他们的责任和义务，他们不能因为环境问题而改变这一传统。提议设立一个基金，让小镇的居民们共同承担治理河流污染的费用。,艾伦，一个在小镇新建的环保组织的成员,认为他们需要科学地处理这个问题，应该找出污染的根源并采取措施去解决，即使这意味着改变一些宗教仪式的部分内容。提议请专门的环保机构进行评估，寻求更环保的方式来进行宗教仪式。,尊重与理解。,3,21
精神（涉及宗教性质的深刻感情和信仰）/文化,环境公平与宗教义务,慈善,成就,追求慈善的人可能会将维护和提高熟识的人们的福利作为重要的决策依据；而追求成就的人可能更注重个人成功，因此在决策时可能会忽视对他人的影响，从而导致价值观的冲突,小镇上有一片深受镇民喜爱的森林，被称为“神圣之林”，根据镇上的传统，这片森林是神赐给人类的，每一个生活在这里的人都有义务保护它。然而，随着科技的发展，镇上的一位富有的商人看中了这片森林的商业价值，打算在此建立一座高级购物中心。他认为这将极大地提升小镇的知名度和经济发展。镇民们对此意见分歧，一部分人期待能从中得到经济利益，另一部分人则认为应尊重传统，保护这片神圣之林。,艾米，镇上的一位教师，深受镇民的尊敬。她是一个热爱自然，捍卫传统和公正的人。她认为每一个人都应该对环境负责，这是我们对未来世代的责任,深入镇民中间，倡导保护森林的意义，提醒大家不应为了短期的经济利益而破坏长期的环境和生态，认为这是她对镇民的关心和爱护。,罗伯特，是镇上的富商，他相信经济发展会带来更好的生活品质。他追求成功，一直试图通过商业活动提升自己的社会地位和影响力,设计详细的商业计划，宣传建立购物中心将会为小镇带来丰富的就业机会和商业收益，认为这会给镇民带来更好的生活。,竞争对手,3,22
精神（涉及宗教性质的深刻感情和信仰）/文化,环境公平与宗教义务,享乐主义,大同,追求享乐主义的人可能会注重个人的快乐和感官满足，而忽视社会期望和规范的遵从，从而可能与追求遵从的价值观产生冲突,在一个小镇上，一个年轻的想要开一个夜店，以此来吸引游客并帮助小镇经济发展。然而，这个夜店的开设将会影响到一座附近的老寺庙的宁静和对社区公平的考虑。对于如何做出决策，小镇上的人们意见分歧。,Tom，他是一个年轻有为的商人，充满活力和创新精神。他认为生活应该充满快乐和享受，这也是他想要开设夜店的原因,决定继续夜店计划。认为夜店能带给大家欢乐和快感，并会对小镇的经济发展有所贡献。,MonkLi，他是小镇上的一位僧人，深受小镇居民的尊重和敬仰。他坚守佛教的信仰和行为规范，认为应该尊重传统和宗教习俗,反对夜店计划。认为夜店的嘈杂会破坏寺庙的宁静，同时也会打破小镇的和谐氛围。主张尊重传统，维护小镇的平静和公平。,互不认识。,3,23
精神（涉及宗教性质的深刻感情和信仰）/文化,宗教习俗与法律冲突处理,传统,自我导向,在宗教习俗与法律冲突处理的场景中，可能出现传统与自我导向这两个价值观的冲突,一个大学的学生社团正在组织一个大型的跨学科活动，但是在活动的筹备阶段发生了一场争议。学生社团的一部分成员希望大家按照某些宗教习俗来进行活动，以此表示尊重和包容各种宗教和文化。然而，另一部分成员认为这些宗教习俗与学院的规章制度以及部分法律规定有冲突，坚决反对按照宗教习俗来进行活动。,阿里。一个虔诚的穆斯林学生，尊重和遵循宗教传统，他认为宗教习俗对他个人和社团的身份都有着重要意义,决定按照宗教习俗进行活动，并请求社团成员共同尊重这些习俗，认为这样可以更好地体现社团的多元性和包容性。,玛丽。一个坚持个人自由和独立思考的学生，她认为每个人都应该根据自己的意识和理解来决定自己的行为，而不是盲从宗教或任何其他社会规范,认为虽然尊重他人的宗教信仰很重要，但是在公共活动中实行宗教习俗可能会违反一些法律规定，因此建议社团尽量避免包含宗教元素的活动内容，并且应当有更多元化的表现形式，以充分尊重各种不同的观点和信仰。,同学。,3,24
精神（涉及宗教性质的深刻感情和信仰）/文化,宗教习俗与法律冲突处理,遵从,刺激,在处理宗教习俗与法律冲突的场景中，遵从和刺激这两个价值观可能发生冲突,在一个小城镇上，一座历史悠久的教堂计划举行传统的宗教庆典，这个庆典涉及放飞大量的雄鸽。然而，这个庆典所在的城镇正面临严重的鸟类过多问题，不仅影响着城镇的卫生，还可能带来潜在的疾病风险。因此，城镇禁止任何活动释放鸽子。教堂和城镇之间因此产生了冲突，决策问题是：教堂是否应举行这个传统的宗教庆典？,约瑟夫神父，是这座教堂的领导者，他虔诚敬神，深信宗教传统的重要性。他重视对上帝的敬拜和对传统的遵从,决定坚持举行庆典，认为尊重和维护宗教的传统比遵守人为制定的法规更重要。,汤姆，是城镇的市政府官员，他喜欢尝试新的事物，并乐于接受挑战。他认为，人们应该寻求变化，以应对时代的发展和变化,建议教堂改变传统的庆典方式，比如改为用生态、环保的方式来庆祝，如放飞气球、点燃蜡烛等，以此来解决当前的问题。,尊重并理解。,3,25
